amc_name,main_scheme_name,mutual_fund_name,benchmark_index,monthly_aaum_date,monthly_aaum_value,scheme_launch_date,min_addl_amt,min_addl_amt_multiple,min_amt,min_amt_multiple,entry,exit,alpha,arithmetic_mean_ratio,average_div_yield,average_pb,average_pe,avg_maturity,beta,correlation_ratio,downside_deviation,information_ratio,macaulay,mod_duration,port_turnover_ratio,r_squared_ratio,roe_ratio,sharpe,sortino_ratio,std_dev,tracking_error,treynor_ratio,upside_deviation,ytm,field_location
Bajaj Finserv Asset Management Limited,Bajaj Finserv Low Duration Fund,Bajaj Finserv Mutual Fund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""asset_allocation_pattern"": 4, ""main_scheme_name"": 1, ""mutual_fund_name"": 1}"
