,Scheme_Name,Benchmark,RegularPercent,DirectPercent,mfId,date
5263,Motilal Oswal Nifty Bank Index Fund,NIFTY Bank Total Return Index,0.08,0.07,55,18-jan-2024
5264,Motilal Oswal Nifty Microcap 250 Index Fund,Nifty Microcap 250 Total Return Index,0.13,0.12,55,18-jan-2024
5265,Motilal Oswal Nifty Midcap 100 ETF,NIFTY Midcap 100 Total Return Index,0.34,,55,18-jan-2024
5266,Motilal Oswal Nifty Midcap 150 Index Fund,NIFTY Midcap 150 Total Return Index,0.08,0.07,55,18-jan-2024
5267,Motilal Oswal Nifty Next 50 Index Fund,NIFTY Next 50 Total Return Index,0.06,0.06,55,18-jan-2024
5268,Motilal Oswal Nifty Smallcap 250 Index Fund,NIFTY Smallcap 250 Total Return Index,0.09,0.09,55,18-jan-2024
5269,Motilal Oswal S&P 500 Index Fund,S&P 500 Total Return Index,0.13,0.12,55,18-jan-2024
5270,Motilal Oswal S&P BSE Enhanced Value ETF,S&P BSE Enhanced Value Total Return Index,0.22,,55,18-jan-2024
5271,Motilal Oswal S&P BSE Enhanced Value Index Fund,S&P BSE Enhanced Value Total Return Index,0.26,0.26,55,18-jan-2024
5272,Motilal Oswal S&P BSE Financials ex Bank 30 Index Fund,S&P BSE Financials ex Bank 30 Total Return Index,0.47,0.47,55,18-jan-2024
5273,Motilal Oswal S&P BSE Healthcare ETF,S&P BSE Healthcare Total Return Index,0.03,,55,18-jan-2024
5274,Motilal Oswal S&P BSE Low Volatility ETF,S&P BSE Low Volatility Total Return Index,0.23,,55,18-jan-2024
5275,Motilal Oswal S&P BSE Low Volatility Index Fund,S&P BSE Low Volatility Total Return Index,0.31,0.31,55,18-jan-2024
5276,Motilal Oswal S&P BSE Quality ETF,S&P BSE Quality Total Return Index,0.17,,55,18-jan-2024
5277,Motilal Oswal S&P BSE Quality Index Fund,S&P BSE Quality Total Return Index,0.18,0.2,55,18-jan-2024
5278,Navi ELSS Tax Saver Nifty 50 Index Fund,Nifty 50 Index TRI,0.3,0.15,54,18-jan-2024
5279,Navi Nifty 50 ETF,Nifty 50 Index TRI,,0.06,54,18-jan-2024
5280,Navi Nifty 50 Index Fund,Nifty 50 Index TRI,0.05,0.05,54,18-jan-2024
5281,Navi Nifty Bank Index Fund,Nifty Bank Index TRI,0.07,0.06,54,18-jan-2024
5282,Navi Nifty India Manufacturing Index Fund,Nify India Manufacturing TRI,0.09,0.09,54,18-jan-2024
5283,Navi Nifty Midcap 150 Index Fund,Nify Midcap 150 Index TRI,0.14,0.13,54,18-jan-2024
5284,Navi Nifty Next 50 Index Fund,Nifty Next 50 Index TRI,0.12,0.1,54,18-jan-2024
5285,Navi S&P BSE Sensex Index Fund,S&P BSE SENSEX TRI,0.11,0.1,54,18-jan-2024
5286,Nippon India ETF Gold BeES,Domestic Price of Gold,0.13,,21,18-jan-2024
5287,Nippon India ETF Hang Seng BeES,Hang Seng TRI,0.21,,21,18-jan-2024
5288,Nippon India ETF Nifty 100,Nifty 100 TRI,0.05,,21,18-jan-2024
5289,Nippon India ETF Nifty 1D Rate Liquid BeES,Nifty 1D Rate Index,0.03,,21,18-jan-2024
5290,Nippon India ETF Nifty 5 yr Benchmark G-Sec,Nifty 5 yr Benchmark G-Sec Index,0.06,,21,18-jan-2024
5291,Nippon India ETF Nifty 50 BeES,Nifty 50 TRI,0.04,,21,18-jan-2024
5292,Nippon India ETF Nifty 50 Shariah BeES,Nifty50 Shariah TRI,0.07,,21,18-jan-2024
5293,Nippon India ETF Nifty 50 Value 20,Nifty50 Value20 TRI,0.09,,21,18-jan-2024
5294,Nippon India ETF Nifty 8-13 yr G-Sec Long Term Gilt,NIFTY 8-13 yr G-Sec Index,0.13,,21,18-jan-2024
5295,Nippon India ETF Nifty Bank BeES,Nifty Bank TRI,0.03,,21,18-jan-2024
5296,Nippon India ETF Nifty CPSE Bond Plus SDL Sep2024 50:50,Nifty CPSE Bond Plus SDL Sep 2024 50:50 Index,0.31,,21,18-jan-2024
5297,Nippon India ETF Nifty Dividend Opportunities 50,Nifty Dividend Opportunities 50 TRI,0.09,,21,18-jan-2024
5298,Nippon India ETF Nifty India Consumption,Nifty India Consumption TRI,0.05,,21,18-jan-2024
5299,Nippon India ETF Nifty Infrastructure BeES,Nifty Infrastructure TRI,0.06,,21,18-jan-2024
5300,Nippon India ETF Nifty IT,Nifty IT TRI,0.05,,21,18-jan-2024
5301,Nippon India ETF Nifty Midcap 150,Nifty Midcap 150 TRI,0.08,,21,18-jan-2024
5302,Nippon India ETF Nifty Next 50 Junior BeES,Nifty Next 50 TRI,0.05,,21,18-jan-2024
5303,Nippon India ETF Nifty PSU Bank BeES,Nifty PSU Bank TRI,0.08,,21,18-jan-2024
5304,Nippon India ETF Nifty SDL Apr 2026 Top 20 Equal Weight,Nifty SDL Apr 2026 Top 20 Equal Weight Index,0.71,,21,18-jan-2024
5305,Nippon India ETF S&P BSE Sensex,S&P BSE Sensex TRI,0.05,,21,18-jan-2024
5306,Nippon India ETF S&P BSE Sensex Next 50,S&P BSE Sensex Next 50 TRI,0.07,,21,18-jan-2024
5307,Nippon India Index Fund - Nifty 50 Plan,Nifty 50 TRI,0.06,0.05,21,18-jan-2024
5308,Nippon India Index Fund - S&P BSE Sensex Plan,S&P BSE Sensex TRI,0.07,0.06,21,18-jan-2024
5309,Nippon India Nifty 50 Value 20 Index Fund,Nifty 50 Value 20 TRI,0.08,0.08,21,18-jan-2024
5310,Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund,Nifty AAA CPSE Bond Plus SDL Apr 2027 60:40 Index,0.52,0.52,21,18-jan-2024
5311,Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50:50 Index Fund,Nifty AAA PSU Bond Plus SDL Sep 2026 50:50 Index,0.58,0.58,21,18-jan-2024
5312,Nippon India Nifty Alpha Low Volatility30IndexFund,Nifty Alpha Low Volatility 30 TRI,0.15,0.15,21,18-jan-2024
5313,Nippon India Nifty Auto ETF,Nifty Auto TRI,0.04,,21,18-jan-2024
5314,Nippon India Nifty G-Sec Jun 2036 Maturity Index Fund,Nifty G-Sec Jun 2036 Index,0.65,0.65,21,18-jan-2024
5315,Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund,Nifty G-Sec Oct 2028 Index,0.61,0.61,21,18-jan-2024
5316,Nippon India Nifty G-Sec Sep 2027 Maturity Index Fund,Nifty G-Sec Sep 2027 Index,0.11,0.1,21,18-jan-2024
5317,Nippon India Nifty Midcap 150 Index Fund,Nifty Midcap 150 TRI,0.09,0.08,21,18-jan-2024
5318,Nippon India Nifty Pharma ETF,Nifty Pharma TRI,0.02,,21,18-jan-2024
5319,Nippon India Nifty SDL Plus G-Sec - Jun 2028 Maturity 70:30 Index Fund,Nifty SDL Plus G-Sec Jun 2028 70:30 Index,0.86,0.86,21,18-jan-2024
5320,Nippon India Nifty SDL Plus G-Sec - Jun 2029 Maturity 70:30 Index Fund,Nifty SDL Plus G-Sec Jun 2029 70:30 Index,1.07,1.07,21,18-jan-2024
5321,Nippon India Nifty Smallcap 250 Index Fund,Nifty Smallcap 250 TRI,0.13,0.13,21,18-jan-2024
5322,Nippon India Silver ETF,Domestic price of Silver (based on LBMA Silver daily spot fixing price),0.56,,21,18-jan-2024
5323,Quantum Gold Fund,Domestic Price of Gold,,0.12,41,18-jan-2024
5324,Quantum Nifty 50 ETF,Nifty 50 TRI,,0.04,41,18-jan-2024
5325,SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund,Nifty CPSE Bond Plus SDL Sep 2026 50:50 Index,0.58,0.58,22,18-jan-2024
5326,SBI CRISIL IBX Gilt Index - April 2029 Fund,CRISIL IBX Gilt Index - April 2029,0.28,0.28,22,18-jan-2024
5327,SBI CRISIL IBX Gilt Index - June 2036 Fund,CRISIL IBX Gilt Index - June 2036,0.68,0.68,22,18-jan-2024
5328,SBI CRISIL IBX SDL Index - September 2027 Fund,CRISIL IBX SDL Index - September 2027,0.77,0.77,22,18-jan-2024
5329,SBI Gold ETF,GOLD,0.16,0.16,22,18-jan-2024
5330,SBI Nifty 10 yr Benchmark G-Sec ETF,NIFTY 10 YR BENCHMARK G-SEC,0.08,0.08,22,18-jan-2024
5331,SBI Nifty 200 Quality 30 ETF,NIFTY200 QUALITY 30,0.05,0.05,22,18-jan-2024
5332,SBI Nifty 50 ETF,NIFTY 50,0.04,0.04,22,18-jan-2024
5333,SBI Nifty Bank ETF,NIFTY BANK,0.02,0.02,22,18-jan-2024
5334,SBI Nifty Consumption ETF,NIFTY INDIA CONSUMPTION,0.03,0.03,22,18-jan-2024
5335,SBI NIFTY INDEX FUND,NIFTY 50,0.05,0.05,22,18-jan-2024
5336,SBI Nifty IT ETF,NIFTY IT,0.04,0.04,22,18-jan-2024
5337,SBI Nifty Midcap 150 Index Fund,NIFTY MIDCAP 150,0.07,0.06,22,18-jan-2024
5338,SBI Nifty Next 50 ETF,NIFTY NEXT 50,0.05,0.05,22,18-jan-2024
5339,SBI Nifty Next 50 Index Fund,NIFTY NEXT 50,0.05,0.05,22,18-jan-2024
5340,SBI Nifty Private Bank ETF,NIFTY PRIVATE BANK,0.03,0.03,22,18-jan-2024
5341,SBI Nifty Smallcap 250 Index Fund,NIFTY SMALLCAP 250,0.06,0.05,22,18-jan-2024
5342,SBI S&P BSE 100 ETF,S&P BSE 100 (TR),0.05,0.05,22,18-jan-2024
5343,SBI S&P BSE Sensex ETF,S&P BSE SENSEX (TR),0.04,0.04,22,18-jan-2024
5344,SBI S&P BSE Sensex Next 50 ETF,S&P BSE SENSEX Next 50 TR,0.06,0.06,22,18-jan-2024
5345,Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund),Nifty 100 Equal Weighted TRI,0.36,0.35,33,18-jan-2024
5346,TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND,CRISIL-IBX Gilt Index  April 2026-TRI,0.16,0.16,25,18-jan-2024
5347,Tata Nifty 50 Exchange Traded Fund,Nifty 50 TRI,0.05,,25,18-jan-2024
5348,Tata Nifty 50 Index Fund,Nifty 50 TRI,0.06,0.06,25,18-jan-2024
5349,Tata Nifty G-Sec Dec 2026 Index Fund,Nifty G-Sec Dec 2026 Index (TRI),0.41,0.42,25,18-jan-2024
5350,Tata Nifty G-Sec Dec 2029 Index Fund,Nifty G-Sec Dec 2029 Index (TRI),0.3,0.3,25,18-jan-2024
5351,Tata Nifty India Digital Exchange Traded Fund,Nifty India Digital TRI,0.16,,25,18-jan-2024
5352,Tata Nifty Midcap 150 Momentum 50 Index Fund,Nifty Midcap150 Momentum 50 TRI,0.57,0.57,25,18-jan-2024
5353,Tata Nifty Private Bank Exchange Traded Fund,Nifty Private Bank TRI,0.11,,25,18-jan-2024
5354,Tata Nifty SDL Plus AAA PSU Bond Dec 2027 60 40 Index Fund,Nifty SDL Plus AAA PSU Bond Dec 2027 60: 40 Index,0.77,0.77,25,18-jan-2024
5355,Tata S&P BSE Sensex Index Fund,S&P BSE Sensex TRI,0.12,0.11,25,18-jan-2024
5356,Taurus Nifty 50 Index Fund,Nifty 50 Index,0.54,0.5,26,18-jan-2024
5357,UTI - Gold Exchange Traded Fund,Price of Gold,0.06,0.0,28,18-jan-2024
5358,UTI - Nifty Next 50 Exchange Traded Fund.,Nifty Next 50 TRI,0.05,0.0,28,18-jan-2024
5359,UTI - Nifty Next 50 Index Fund,Nifty Next 50 TRI,0.07,0.07,28,18-jan-2024
5360,UTI - S&P BSE Sensex Next 50 Exchange Traded Fund,S&P BSE SENSEX Next 50 TRI,0.05,0.0,28,18-jan-2024
5361,UTI CRISIL SDL Maturity April 2033 Index Fund,CRISIL IBX SDL Index ? Maturity April 2033,1.04,1.04,28,18-jan-2024
5362,UTI CRISIL SDL Maturity June 2027 Index Fund,CRISIL IBX SDL Index ? Maturity June 2027,0.66,0.65,28,18-jan-2024
5363,UTI Nifty 200 Momentum 30 Index Fund,NIFTY 200 - MOMENTUM 30 TRI,0.15,0.15,28,18-jan-2024
5364,UTI Nifty 50 ETF,Nifty 50 TRI,0.04,0.0,28,18-jan-2024
5365,UTI Nifty 50 Index Fund,Nifty 50 TRI,0.05,0.04,28,18-jan-2024
5366,UTI Nifty 500 Value 50 Index Fund,Nifty 500 Value 50 TRI,0.2,0.2,28,18-jan-2024
5367,UTI Nifty Bank ETF,Nifty Bank TRI,0.02,0.0,28,18-jan-2024
5368,UTI Nifty Midcap 150 Exchange Traded Fund,Nifty Midcap 150 Quality 50 TRI,0.07,0.0,28,18-jan-2024
5369,UTI Nifty Midcap 150 Quality 50 Index Fund,Nifty Midcap 150 Quality 50 TRI,0.08,0.07,28,18-jan-2024
5370,UTI NIFTY SDL Plus AAA PSU Bond Apr 2026 75:25 Index Fund,Nifty SDL Plus AAA PSU Bond Apr 2026 75:25 Index,0.71,0.7,28,18-jan-2024
5371,UTI NIFTY SDL Plus AAA PSU Bond Apr 2028- 75:25 Index Fund,Nifty SDL Plus AAA PSU Bond Apr 2028 75:25 Index,1.06,1.06,28,18-jan-2024
5372,UTI Nifty50 Equal Weight Index Fund,Nifty50 Equal Weight TRI,0.09,0.08,28,18-jan-2024
5373,UTI S&P BSE Housing Index Fund,S&P BSE Housing TRI,0.23,0.23,28,18-jan-2024
5374,UTI S&P BSE Low Volatility Index Fund,S&P BSE Low Volatility TRI,0.1,0.1,28,18-jan-2024
5375,UTI S&P BSE Sensex ETF,S&P BSE Sensex TRI,0.04,0.0,28,18-jan-2024
5376,UTI S&P BSE Sensex Index Fund,S&P BSE SENSEX TRI,0.1,0.09,28,18-jan-2024
5377,UTI Silver Exchange Traded Fund,Domestic Price of silver,0.73,0.0,28,18-jan-2024
5378,Zerodha ELSS Tax Saver Nifty LargeMidcap 250 Index Fund,Nifty Large Midcap 250 Index TRI,,0.07,77,18-jan-2024
5379,Zerodha Nifty LargeMidcap 250 Index Fund,Nifty Large Midcap 250 Index TRI,,0.09,77,18-jan-2024
5380,Aditya Birla Sun Life CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund,CRISIL IBX 50:50 Gilt Plus SDL Index - April 2028,0.64,0.64,3,19-jan-2024
5381,Aditya Birla Sun Life CRISIL IBX 60:40 SDL+ AAA PSU Apr 2026 Index Fund,CRISIL IBX 60:40 SDL + AAA PSU Index - April 2026,0.37,0.37,3,19-jan-2024
5382,Aditya Birla Sun Life CRISIL IBX 60:40 SDL+AAA PSU-Apr 2025 Index Fund,CRISIL IBX 60:40 SDL + AAA PSU Index - April 2025,0.24,0.24,3,19-jan-2024
5383,Aditya Birla Sun Life CRISIL IBX 60:40 SDL+AAA PSU-Apr 2027 Index Fund,CRISIL IBX 60:40 SDL + AAA PSU Index - April 2027,0.5,0.5,3,19-jan-2024
5384,Aditya Birla Sun Life CRISIL IBX AAA Mar 2024 Index Fund,CRISIL IBX AAA Index - March 2024,0.17,0.17,3,19-jan-2024
5385,Aditya Birla Sun Life CRISIL IBX Gilt -Apr 2029 Index Fund,CRISIL IBX Gilt Index - April 2029,0.36,0.35,3,19-jan-2024
5386,Aditya Birla Sun Life CRISIL IBX Gilt Apr 2028 Index Fund,CRISIL IBX Gilt Index - April 2028,0.36,0.36,3,19-jan-2024
5387,Aditya Birla Sun Life CRISIL IBX GILT APRIL 2033 INDEX FUND,CRISIL IBX Gilt Index - April 2033,0.29,0.29,3,19-jan-2024
5388,Aditya Birla Sun Life CRISIL IBX Gilt-April 2026 Index Fund,CRISIL IBX Gilt Index - April 2026,0.95,0.95,3,19-jan-2024
5389,Aditya Birla Sun Life CRISIL IBX SDL Jun 2032 Index Fund,CRISIL IBX SDL Index - June 2032,1.33,1.33,3,19-jan-2024
5390,Aditya Birla Sun Life CRISIL Liquid Overnight ETF,CRISIL Liquid Overnight Index,0.01,,3,19-jan-2024
5391,Aditya Birla Sun Life Gold ETF,Domestic Price of Gold,0.23,,3,19-jan-2024
5392,Aditya Birla Sun Life Nifty 200 Momentum 30 ETF,Nifty 200 Momentum 30 Total Return Index,0.18,,3,19-jan-2024
5393,Aditya Birla Sun Life Nifty 200 Quality 30 ETF,NIFTY 200 Quality 30 Total Return Index,0.07,,3,19-jan-2024
5394,Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund,NIFTY 50 Equal Weight Total Return Index,0.06,0.04,3,19-jan-2024
5395,Aditya Birla Sun Life Nifty 50 ETF,NIFTY 50 Total Return Index,0.05,,3,19-jan-2024
5396,Aditya Birla Sun Life Nifty 50 Index Fund,NIFTY 50 Total Return Index,0.06,0.06,3,19-jan-2024
5397,Aditya Birla Sun Life Nifty Bank ETF,NIFTY Bank Total Return Index,0.05,,3,19-jan-2024
5398,Aditya Birla Sun Life Nifty Healthcare ETF,NIFTY Healthcare Total Return Index.,0.03,,3,19-jan-2024
5399,Aditya Birla Sun Life Nifty IT ETF,NIFTY IT Total Return Index,0.09,,3,19-jan-2024
5400,Aditya Birla Sun Life Nifty Midcap 150 Index Fund,NIFTY Midcap 150 Total Return Index,0.17,0.17,3,19-jan-2024
5401,Aditya Birla Sun Life Nifty Next 50 ETF,NIFTY Next 50 Total Return Index,0.07,,3,19-jan-2024
5402,Aditya Birla Sun Life Nifty Next 50 Index Fund,NIFTY Next 50 Total Return Index,0.13,0.11,3,19-jan-2024
5403,Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund,Nifty SDL Apr 2027 Index,0.76,0.76,3,19-jan-2024
5404,Aditya Birla Sun Life Nifty SDL Plus PSU Bond Sep 2026 60:40 Index Fund,Nifty SDL Plus PSU Bond Sep 2026 60:40 Index,0.6,0.6,3,19-jan-2024
5405,Aditya Birla Sun Life Nifty SDL Sep 2025 Index Fund,Nifty SDL Sep 2025 Index,0.66,0.66,3,19-jan-2024
5406,Aditya Birla Sun Life Nifty SDL Sep 2027 Index Fund,Nifty SDL Sep 2027 Index,0.97,0.97,3,19-jan-2024
5407,Aditya Birla Sun Life Nifty Smallcap 50 Index Fund,NIFTY Smallcap 50 Total Return Index,0.46,0.46,3,19-jan-2024
5408,Aditya Birla Sun Life S&P BSE Sensex ETF,S&P BSE Sensex Total Return Index,0.06,,3,19-jan-2024
5409,Aditya Birla Sun Life Silver ETF,Domestic Price of Silver,0.61,,3,19-jan-2024
5410,Axis CRISIL IBX 50:50 Gilt Plus SDL June 2028 Index Fund,CRISIL IBX 50:50 Gilt Plus SDL Index  June 2028,0.56,0.56,53,19-jan-2024
5411,Axis CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Fund,CRISIL IBX 50:50 Gilt Plus SDL Index  Sep 2027,0.39,0.39,53,19-jan-2024
5412,Axis CRISIL IBX 70:30 CPSE Plus SDL April 2025 Index Fund,CRISIL IBX 70:30 CPSE Plus SDL - April 2025,0.24,0.24,53,19-jan-2024
5413,Axis CRISIL IBX SDL May 2027 Index Fund,CRISIL IBX SDL Index  May 2027,0.73,0.73,53,19-jan-2024
5414,Axis Gold ETF,Prices of Gold,0.22,,53,19-jan-2024
5415,Axis Nifty 100 Index Fund,Nifty 100 TRI,0.06,0.05,53,19-jan-2024
5416,Axis NIFTY 50 ETF,Nifty 50 TRI,0.06,,53,19-jan-2024
5417,Axis Nifty 50 Index Fund,Nifty 50 TRI,0.09,0.09,53,19-jan-2024
5418,Axis Nifty AAA Bond Plus SDL Apr 2026 50:50 ETF,Nifty AAA Bond Plus SDL Apr 2026 50:50 Index,0.5,,53,19-jan-2024
5419,Axis NIFTY Bank ETF,Nifty Bank TRI,0.03,,53,19-jan-2024
5420,Axis NIFTY Healthcare ETF,Nifty Healthcare TRI,0.09,,53,19-jan-2024
5421,Axis NIFTY India Consumption ETF,Nifty India Consumption TRI,0.05,,53,19-jan-2024
5422,Axis NIFTY IT ETF,Nifty IT TRI,0.06,,53,19-jan-2024
5423,Axis NIFTY IT Index Fund,Nifty IT TRI,4.51,4.52,53,19-jan-2024
5424,Axis Nifty Midcap 50 Index Fund,Nifty Midcap 50 TRI,0.2,0.2,53,19-jan-2024
5425,Axis Nifty Next 50 Index Fund,Nifty Next 50 TRI,0.11,0.1,53,19-jan-2024
5426,Axis Nifty SDL September 2026 Debt Index Fund,Nifty SDL Sep 2026 Index,0.98,0.98,53,19-jan-2024
5427,Axis Nifty Smallcap 50 Index Fund,Nifty Smallcap 50 TRI,0.34,0.34,53,19-jan-2024
5428,AXIS S&P BSE SENSEX ETF,S&P BSE Sensex TRI,0.23,,53,19-jan-2024
5429,Axis Silver ETF,Domestic price of Silver,0.62,,53,19-jan-2024
5430,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - APRIL 2032 INDEX FUND,CRISIL IBX 90:10 SDL plus Gilt Index ? April 2032,1.11,1.11,48,19-jan-2024
5431,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - NOV 2026 INDEX FUND,CRISIL IBX 90:10 SDL plus Gilt Index ? November 2026,0.6,0.6,48,19-jan-2024
5432,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - SEPTEMBER 2027 INDEX FUND,CRISIL IBX 90:10 SDL plus Gilt Index ? September 2027,0.73,0.73,48,19-jan-2024
5433,BANDHAN CRISIL IBX GILT APRIL 2026 INDEX FUND,CRISIL IBX Gilt Index - April 2026,0.13,0.13,48,19-jan-2024
5434,BANDHAN CRISIL IBX GILT APRIL 2028 INDEX FUND,CRISIL-IBX Gilt Index - April 2028,0.27,0.27,48,19-jan-2024
5435,BANDHAN CRISIL IBX GILT APRIL 2032 INDEX FUND,Crisil IBX Gilt Index - April 2032,0.26,0.26,48,19-jan-2024
5436,BANDHAN CRISIL IBX GILT JUNE 2027 INDEX FUND,CRISIL-IBX Gilt Index - June 2027,0.1,0.1,48,19-jan-2024
5437,BANDHAN NIFTY 100 INDEX FUND,Nifty 100 TRI,0.06,0.05,48,19-jan-2024
5438,BANDHAN Nifty 50 ETF,Nifty 50 TRI,0.06,0.0,48,19-jan-2024
5439,BANDHAN Nifty 50 Index Fund,Nifty 50 TRI,0.06,0.06,48,19-jan-2024
5440,Bandhan Nifty Alpha 50 Index Fund,Nifty Alpha 50 TRI,0.6,0.6,48,19-jan-2024
5441,Bandhan Nifty IT Index Fund,Nifty IT TRI,1.57,1.57,48,19-jan-2024
5442,BANDHAN Nifty Smallcap 250 Index Fund,Nifty Smallcap 250 TRI,0.22,0.19,48,19-jan-2024
5443,BANDHAN Nifty100 Low Volatility 30 Index Fund,Nifty100 Low Volatility 30 TRI,0.27,0.23,48,19-jan-2024
5444,BANDHAN NIFTY200 MOMENTUM 30 INDEX FUND,Nifty200 Momentum 30 TRI,0.31,0.3,48,19-jan-2024
5445,BANDHAN S&P BSE Sensex ETF,S&P BSE Sensex TRI,0.07,0.0,48,19-jan-2024
5446,Baroda BNP Paribas Gold ETF,Domestic Price of Gold,0.25,,4,19-jan-2024
5447,Baroda BNP Paribas Nifty SDL December 2026 Index Fund,NIFTY SDL December 2026 Index,1.08,1.08,4,19-jan-2024
5448,Baroda BNP Paribas Nifty SDL December 2028 Index Fund,NIFTY SDL December 2028 Index,1.45,1.47,4,19-jan-2024
5449,BHARAT 22 ETF,S&P BSE Bharat 22 TRI,,0.15,20,19-jan-2024
5450,BHARAT Bond ETF - April 2030,NIFTY BHARAT Bond Index - April 2030,,0.92,47,19-jan-2024
5451,BHARAT Bond ETF - April 2032,NIFTY BHARAT Bond Index - April 2032,,1.26,47,19-jan-2024
5452,BHARAT Bond ETF - April 2033,NIFTY BHARAT Bond Index - April 2033,,1.5,47,19-jan-2024
5453,BHARAT Bond ETF- April 2025,NIFTY BHARAT Bond Index - April 2025,,0.36,47,19-jan-2024
5454,BHARAT Bond ETF- April 2031,NIFTY BHARAT Bond Index - April 2031,,1.1,47,19-jan-2024
5455,CPSE ETF,Nifty CPSE TRI,0.1,,21,19-jan-2024
5456,DSP CRISIL SDL Plus G-Sec Apr 2033 50:50 Index Fund,CRISIL SDL Plus G-Sec Apr 2033 50:50 Index,0.62,0.62,6,19-jan-2024
5457,DSP Gold ETF,Domestic Price of Physical Gold (based on London Bullion Market association (LBMA) Gold daily spot fixing price.),0.32,,6,19-jan-2024
5458,DSP NIFTY 1D Rate Liquid ETF,NIFTY 1D Rate Index,0.06,,6,19-jan-2024
5459,DSP Nifty 50 Equal Weight ETF,Nifty 50 Equal Weight TRI,0.04,,6,19-jan-2024
5460,DSP Nifty 50 Equal Weight Index Fund,Nifty 50 Equal Weight TRI,0.05,0.04,6,19-jan-2024
5461,DSP Nifty 50 ETF,Nifty 50 TRI,0.07,,6,19-jan-2024
5462,DSP Nifty 50 Index Fund,Nifty 50 TRI,0.05,0.05,6,19-jan-2024
5463,DSP Nifty Bank ETF,Nifty Bank TRI,0.04,,6,19-jan-2024
5464,DSP Nifty IT ETF,Nifty IT TRI,0.12,,6,19-jan-2024
5465,DSP Nifty Midcap 150 Quality 50 ETF,Nifty Midcap 150 Quality 50 TRI,0.05,,6,19-jan-2024
5466,DSP Nifty Midcap 150 Quality 50 Index Fund,Nifty Midcap 150 Quality 50 TRI,0.07,0.06,6,19-jan-2024
5467,DSP Nifty Next 50 Index Fund,Nifty Next 50 TRI,0.07,0.07,6,19-jan-2024
5468,DSP Nifty Private Bank ETF,Nifty Private Bank TRI,0.07,,6,19-jan-2024
5469,DSP Nifty PSU Bank ETF,Nifty PSU Bank TRI,0.04,,6,19-jan-2024
5470,DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund,Nifty SDL Plus G-Sec Jun 2028 30:70 Index,0.52,0.52,6,19-jan-2024
5471,DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund,Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund,0.61,0.61,6,19-jan-2024
5472,DSP Nifty Smallcap250 Quality 50 Index Fund,NIFTY Smallcap250 Quality 50 TRI,1.53,1.53,6,19-jan-2024
5473,DSP S&P BSE Sensex ETF,S&P BSE Sensex TRI,0.05,,6,19-jan-2024
5474,DSP Silver ETF,Domestic Price of Physical Silver (based on London Bullion Market association (LBMA) Silver daily spot fixing price.),0.64,,6,19-jan-2024
5475,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund,CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index,0.82,0.82,47,19-jan-2024
5476,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund,CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index,0.46,0.46,47,19-jan-2024
5477,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index Fund,CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index,0.6,0.6,47,19-jan-2024
5478,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index Fund,CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index,0.5,0.51,47,19-jan-2024
5479,Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund,CRISIL PSU Plus SDL 50:50 Oct 2025 Index,0.36,0.37,47,19-jan-2024
5480,Edelweiss Gold ETF,Domestic prices of physical Gold,,0.68,47,19-jan-2024
5481,Edelweiss MSCI India Domestic & World Healthcare 45 Index Fund,MSCI India Domestic & World Healthcare 45 Index,1.15,1.15,47,19-jan-2024
5482,Edelweiss Nifty 100 Quality 30 Index Fund,Nifty 100 Quality 30 TRI,0.1,0.09,47,19-jan-2024
5483,Edelweiss Nifty 50 Index Fund,Nifty 50 TRI,0.09,0.09,47,19-jan-2024
5484,Edelweiss NIFTY Large Midcap 250 Index Fund,Nifty Large Midcap 250 TRI,0.09,0.09,47,19-jan-2024
5485,Edelweiss Nifty Midcap150 Momentum 50 Index Fund,Nifty Midcap 150 Momentum 50 TRI,0.84,0.84,47,19-jan-2024
