,Scheme_Name,Benchmark,RegularPercent,DirectPercent,mfId,date
13,Aditya Birla Sun Life Nifty 200 Quality 30 ETF,NIFTY 200 Quality 30 Total Return Index,0.07,,3,01-jan-2024
14,Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund,NIFTY 50 Equal Weight Total Return Index,0.06,0.04,3,01-jan-2024
15,Aditya Birla Sun Life Nifty 50 ETF,NIFTY 50 Total Return Index,0.05,,3,01-jan-2024
16,Aditya Birla Sun Life Nifty 50 Index Fund,NIFTY 50 Total Return Index,0.06,0.06,3,01-jan-2024
17,Aditya Birla Sun Life Nifty Bank ETF,NIFTY Bank Total Return Index,0.05,,3,01-jan-2024
18,Aditya Birla Sun Life Nifty Healthcare ETF,NIFTY Healthcare Total Return Index.,0.03,,3,01-jan-2024
19,Aditya Birla Sun Life Nifty IT ETF,NIFTY IT Total Return Index,0.09,,3,01-jan-2024
20,Aditya Birla Sun Life Nifty Midcap 150 Index Fund,NIFTY Midcap 150 Total Return Index,0.17,0.17,3,01-jan-2024
21,Aditya Birla Sun Life Nifty Next 50 ETF,NIFTY Next 50 Total Return Index,0.07,,3,01-jan-2024
22,Aditya Birla Sun Life Nifty Next 50 Index Fund,NIFTY Next 50 Total Return Index,0.13,0.11,3,01-jan-2024
23,Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund,Nifty SDL Apr 2027 Index,0.75,0.75,3,01-jan-2024
24,Aditya Birla Sun Life Nifty SDL Plus PSU Bond Sep 2026 60:40 Index Fund,Nifty SDL Plus PSU Bond Sep 2026 60:40 Index,0.6,0.6,3,01-jan-2024
25,Aditya Birla Sun Life Nifty SDL Sep 2025 Index Fund,Nifty SDL Sep 2025 Index,0.67,0.67,3,01-jan-2024
26,Aditya Birla Sun Life Nifty SDL Sep 2027 Index Fund,Nifty SDL Sep 2027 Index,0.98,0.98,3,01-jan-2024
27,Aditya Birla Sun Life Nifty Smallcap 50 Index Fund,NIFTY Smallcap 50 Total Return Index,0.46,0.46,3,01-jan-2024
28,Aditya Birla Sun Life S&P BSE Sensex ETF,S&P BSE Sensex Total Return Index,0.06,,3,01-jan-2024
29,Aditya Birla Sun Life Silver ETF,Domestic Price of Silver,0.63,,3,01-jan-2024
30,Axis CRISIL IBX 50:50 Gilt Plus SDL June 2028 Index Fund,CRISIL IBX 50:50 Gilt Plus SDL Index  June 2028,0.57,0.57,53,01-jan-2024
31,Axis CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Fund,CRISIL IBX 50:50 Gilt Plus SDL Index  Sep 2027,0.39,0.39,53,01-jan-2024
32,Axis CRISIL IBX 70:30 CPSE Plus SDL April 2025 Index Fund,CRISIL IBX 70:30 CPSE Plus SDL - April 2025,0.25,0.25,53,01-jan-2024
33,Axis CRISIL IBX SDL May 2027 Index Fund,CRISIL IBX SDL Index  May 2027,0.72,0.72,53,01-jan-2024
34,Axis Gold ETF,Prices of Gold,0.22,,53,01-jan-2024
35,Axis Nifty 100 Index Fund,Nifty 100 TRI,0.07,0.06,53,01-jan-2024
36,Axis NIFTY 50 ETF,Nifty 50 TRI,0.06,,53,01-jan-2024
37,Axis Nifty 50 Index Fund,Nifty 50 TRI,0.09,0.09,53,01-jan-2024
38,Axis Nifty AAA Bond Plus SDL Apr 2026 50:50 ETF,Nifty AAA Bond Plus SDL Apr 2026 50:50 Index,0.5,,53,01-jan-2024
39,Axis NIFTY Bank ETF,Nifty Bank TRI,0.03,,53,01-jan-2024
40,Axis NIFTY Healthcare ETF,Nifty Healthcare TRI,0.09,,53,01-jan-2024
41,Axis NIFTY India Consumption ETF,Nifty India Consumption TRI,0.05,,53,01-jan-2024
42,Axis NIFTY IT ETF,Nifty IT TRI,0.05,,53,01-jan-2024
43,Axis NIFTY IT Index Fund,Nifty IT TRI,4.78,4.79,53,01-jan-2024
44,Axis Nifty Midcap 50 Index Fund,Nifty Midcap 50 TRI,0.2,0.2,53,01-jan-2024
45,Axis Nifty Next 50 Index Fund,Nifty Next 50 TRI,0.11,0.1,53,01-jan-2024
46,Axis Nifty SDL September 2026 Debt Index Fund,Nifty SDL Sep 2026 Index,0.98,0.98,53,01-jan-2024
47,Axis Nifty Smallcap 50 Index Fund,Nifty Smallcap 50 TRI,0.33,0.33,53,01-jan-2024
48,AXIS S&P BSE SENSEX ETF,S&P BSE Sensex TRI,0.24,,53,01-jan-2024
49,Axis Silver ETF,Domestic price of Silver,0.63,,53,01-jan-2024
50,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - APRIL 2032 INDEX FUND,CRISIL IBX 90:10 SDL plus Gilt Index ? April 2032,1.09,1.09,48,01-jan-2024
51,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - NOV 2026 INDEX FUND,CRISIL IBX 90:10 SDL plus Gilt Index ? November 2026,0.6,0.6,48,01-jan-2024
52,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - SEPTEMBER 2027 INDEX FUND,CRISIL IBX 90:10 SDL plus Gilt Index ? September 2027,0.72,0.72,48,01-jan-2024
53,BANDHAN CRISIL IBX GILT APRIL 2026 INDEX FUND,CRISIL IBX Gilt Index - April 2026,0.13,0.13,48,01-jan-2024
54,BANDHAN CRISIL IBX GILT APRIL 2028 INDEX FUND,CRISIL-IBX Gilt Index - April 2028,0.27,0.27,48,01-jan-2024
55,BANDHAN CRISIL IBX GILT APRIL 2032 INDEX FUND,Crisil IBX Gilt Index - April 2032,0.27,0.27,48,01-jan-2024
56,BANDHAN CRISIL IBX GILT JUNE 2027 INDEX FUND,CRISIL-IBX Gilt Index - June 2027,0.1,0.1,48,01-jan-2024
57,BANDHAN NIFTY 100 INDEX FUND,Nifty 100 TRI,0.06,0.05,48,01-jan-2024
58,BANDHAN Nifty 50 ETF,Nifty 50 TRI,0.06,0.0,48,01-jan-2024
59,BANDHAN Nifty 50 Index Fund,Nifty 50 TRI,0.06,0.06,48,01-jan-2024
60,Bandhan Nifty Alpha 50 Index Fund,Nifty Alpha 50 TRI,0.7,0.69,48,01-jan-2024
61,Bandhan Nifty IT Index Fund,Nifty IT TRI,1.7,1.7,48,01-jan-2024
62,BANDHAN Nifty Smallcap 250 Index Fund,Nifty Smallcap 250 TRI,0.36,0.31,48,01-jan-2024
63,BANDHAN Nifty100 Low Volatility 30 Index Fund,Nifty100 Low Volatility 30 TRI,0.45,0.42,48,01-jan-2024
64,BANDHAN NIFTY200 MOMENTUM 30 INDEX FUND,Nifty200 Momentum 30 TRI,0.31,0.31,48,01-jan-2024
65,BANDHAN S&P BSE Sensex ETF,S&P BSE Sensex TRI,0.06,0.0,48,01-jan-2024
66,Baroda BNP Paribas Gold ETF,Domestic Price of Gold,0.2,,4,01-jan-2024
67,Baroda BNP Paribas Nifty SDL December 2026 Index Fund,NIFTY SDL December 2026 Index,1.1,1.1,4,01-jan-2024
68,Baroda BNP Paribas Nifty SDL December 2028 Index Fund,NIFTY SDL December 2028 Index,1.47,1.49,4,01-jan-2024
69,BHARAT 22 ETF,S&P BSE Bharat 22 TRI,,0.15,20,01-jan-2024
70,BHARAT Bond ETF - April 2030,NIFTY BHARAT Bond Index - April 2030,,0.94,47,01-jan-2024
71,BHARAT Bond ETF - April 2032,NIFTY BHARAT Bond Index - April 2032,,1.28,47,01-jan-2024
72,BHARAT Bond ETF - April 2033,NIFTY BHARAT Bond Index - April 2033,,1.51,47,01-jan-2024
73,BHARAT Bond ETF- April 2025,NIFTY BHARAT Bond Index - April 2025,,0.37,47,01-jan-2024
74,BHARAT Bond ETF- April 2031,NIFTY BHARAT Bond Index - April 2031,,1.11,47,01-jan-2024
75,CPSE ETF,Nifty CPSE TRI,0.1,,21,01-jan-2024
76,DSP CRISIL SDL Plus G-Sec Apr 2033 50:50 Index Fund,CRISIL SDL Plus G-Sec Apr 2033 50:50 Index,0.62,0.62,6,01-jan-2024
77,DSP Gold ETF,Domestic Price of Physical Gold (based on London Bullion Market association (LBMA) Gold daily spot fixing price.),0.33,,6,01-jan-2024
78,DSP NIFTY 1D Rate Liquid ETF,NIFTY 1D Rate Index,0.06,,6,01-jan-2024
79,DSP Nifty 50 Equal Weight ETF,Nifty 50 Equal Weight TRI,0.04,,6,01-jan-2024
80,DSP Nifty 50 Equal Weight Index Fund,Nifty 50 Equal Weight TRI,0.05,0.04,6,01-jan-2024
81,DSP Nifty 50 ETF,Nifty 50 TRI,0.07,,6,01-jan-2024
82,DSP Nifty 50 Index Fund,Nifty 50 TRI,0.05,0.05,6,01-jan-2024
83,DSP Nifty Bank ETF,Nifty Bank TRI,0.05,,6,01-jan-2024
84,DSP Nifty IT ETF,Nifty IT TRI,0.13,,6,01-jan-2024
85,DSP Nifty Midcap 150 Quality 50 ETF,Nifty Midcap 150 Quality 50 TRI,0.05,,6,01-jan-2024
86,DSP Nifty Midcap 150 Quality 50 Index Fund,Nifty Midcap 150 Quality 50 TRI,0.07,0.06,6,01-jan-2024
87,DSP Nifty Next 50 Index Fund,Nifty Next 50 TRI,0.07,0.07,6,01-jan-2024
88,DSP Nifty Private Bank ETF,Nifty Private Bank TRI,0.07,,6,01-jan-2024
89,DSP Nifty PSU Bank ETF,Nifty PSU Bank TRI,0.05,,6,01-jan-2024
90,DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund,Nifty SDL Plus G-Sec Jun 2028 30:70 Index,0.52,0.52,6,01-jan-2024
91,DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund,Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund,0.61,0.61,6,01-jan-2024
92,DSP S&P BSE Sensex ETF,S&P BSE Sensex TRI,0.05,,6,01-jan-2024
93,DSP Silver ETF,Domestic Price of Physical Silver (based on London Bullion Market association (LBMA) Silver daily spot fixing price.),0.65,,6,01-jan-2024
94,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund,CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index,0.83,0.83,47,01-jan-2024
95,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund,CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index,0.46,0.47,47,01-jan-2024
96,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index Fund,CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index,0.62,0.62,47,01-jan-2024
97,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index Fund,CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index,0.5,0.52,47,01-jan-2024
98,Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund,CRISIL PSU Plus SDL 50:50 Oct 2025 Index,0.37,0.38,47,01-jan-2024
99,Edelweiss Gold ETF,Domestic prices of physical Gold,,0.78,47,01-jan-2024
100,Edelweiss MSCI India Domestic & World Healthcare 45 Index Fund,MSCI India Domestic & World Healthcare 45 Index,1.17,1.17,47,01-jan-2024
101,Edelweiss Nifty 100 Quality 30 Index Fund,Nifty 100 Quality 30 TRI,0.12,0.11,47,01-jan-2024
102,Edelweiss Nifty 50 Index Fund,Nifty 50 TRI,0.09,0.09,47,01-jan-2024
103,Edelweiss NIFTY Large Midcap 250 Index Fund,Nifty Large Midcap 250 TRI,0.09,0.09,47,01-jan-2024
104,Edelweiss Nifty Midcap150 Momentum 50 Index Fund,Nifty Midcap 150 Momentum 50 TRI,0.84,0.84,47,01-jan-2024
105,Edelweiss Nifty Next 50 Index Fund,Nifty Next 50 TRI,0.14,0.14,47,01-jan-2024
106,Edelweiss Nifty PSU Bond Plus SDL Apr 2026 50:50 Index Fund,Nifty PSU Bond Plus SDL Apr 2026 50:50 Index,0.47,0.47,47,01-jan-2024
107,Edelweiss NIFTY PSU Bond Plus SDL Apr 2027 50:50 Index Fund,NIFTY PSU Bond Plus SDL Apr 2027 50:50 Index,0.52,0.52,47,01-jan-2024
108,Edelweiss Nifty Smallcap 250 Index Fund,Nifty Smallcap 250 TRI,0.22,0.21,47,01-jan-2024
109,Edelweiss Silver ETF,Prices of Silver (based on LBMA silver daily spot fixing prices),,1.37,47,01-jan-2024
110,Franklin India NSE Nifty 50 Index Fund,Nifty 50,0.24,0.24,27,01-jan-2024
111,Groww Nifty Total Market Index Fund,Nifty Total Maket Index TRI,0.47,,63,01-jan-2024
112,HDFC Gold Exchange Traded Fund,Domestic Price of Gold,,0.21,9,01-jan-2024
113,HDFC Index Fund-Nifty 50 Plan,Nifty 50 Index,0.05,0.05,9,01-jan-2024
114,HDFC Index Fund-S&P BSE SENSEX Plan,S&P BSE Sensex Index,0.04,0.04,9,01-jan-2024
115,HDFC NIFTY 100 Equal Weight Index Fund,Nifty100 Equal Weight Index,0.09,0.08,9,01-jan-2024
116,HDFC NIFTY 100 ETF,Nifty 100 Index,,0.04,9,01-jan-2024
117,HDFC NIFTY 100 Index Fund,Nifty 100 Index,0.07,0.06,9,01-jan-2024
118,HDFC NIFTY 1D RATE LIQUID ETF,Nifty 1D Rate index,,0.02,9,01-jan-2024
119,HDFC NIFTY 50 ETF,Nifty 50 Index,,0.04,9,01-jan-2024
120,HDFC NIFTY BANK ETF,Nifty Bank Index,,0.03,9,01-jan-2024
121,HDFC Nifty G-Sec Apr 2029 Index Fund,Nifty G-Sec Apr 2029 Index,0.25,0.25,9,01-jan-2024
122,HDFC Nifty G-Sec Dec 2026 Index Fund,Nifty G-sec Dec 2026 Index,0.25,0.25,9,01-jan-2024
123,HDFC Nifty G-Sec July 2031 Index Fund,Nifty G-Sec July 2031 Index,1.15,1.15,9,01-jan-2024
124,HDFC Nifty G-Sec Jun 2027 Index Fund,Nifty G-Sec Jun 2027 Index,0.18,0.17,9,01-jan-2024
125,HDFC Nifty G-Sec Jun 2036 Index Fund,Nifty G-Sec Jun 2036 Index,0.87,0.87,9,01-jan-2024
126,HDFC Nifty G-Sec Sep 2032 Index Fund,Nifty G-Sec Sep 2032 Index,0.66,0.66,9,01-jan-2024
127,HDFC NIFTY GROWTH SECTORS 15 ETF,Nifty Growth Sectors 15 Index,,0.13,9,01-jan-2024
128,HDFC NIFTY IT ETF,Nifty IT Index,,0.06,9,01-jan-2024
129,HDFC NIFTY Midcap 150 ETF,Nifty Midcap 150 Index,,0.07,9,01-jan-2024
130,HDFC NIFTY Midcap 150 Index Fund,Nifty Midcap 150 Index,0.15,0.15,9,01-jan-2024
131,HDFC NIFTY NEXT 50 ETF,Nifty Next 50 Index,,0.05,9,01-jan-2024
132,HDFC NIFTY Next 50 index Fund,Nifty Next 50 Index,0.07,0.05,9,01-jan-2024
133,HDFC NIFTY Private Bank ETF,Nifty Private Bank Index,,0.03,9,01-jan-2024
134,HDFC Nifty SDL Oct 2026 Index Fund,Nifty SDL Oct 2026 Index,0.98,0.98,9,01-jan-2024
135,HDFC NIFTY SDL Plus G-Sec Jun 2027 40:60 Index Fund,NIFTY SDL Plus G-Sec Jun 2027 40:60 Index,0.44,0.44,9,01-jan-2024
136,HDFC NIFTY Smallcap 250 ETF,Nifty Smallcap 250 Index,,0.12,9,01-jan-2024
137,HDFC NIFTY Smallcap 250 Index Fund,Nifty Smallcap 250 Index,0.13,0.13,9,01-jan-2024
138,HDFC NIFTY100 Low Volatility 30 ETF,Nifty 100 Low Volatility 30 Index,,0.05,9,01-jan-2024
139,HDFC NIFTY100 QUALITY 30 ETF,NIFTY 100 Quality 30 Index,,0.07,9,01-jan-2024
140,HDFC NIFTY200 MOMENTUM 30 ETF,Nifty 200 Momentum 30 Index,,0.19,9,01-jan-2024
141,HDFC NIFTY50 Equal Weight Index Fund,Nifty 50 Equal Weight Index,0.1,0.05,9,01-jan-2024
142,HDFC NIFTY50 VALUE 20 ETF,Nifty 50 Value 20 Index,,0.08,9,01-jan-2024
143,HDFC S&P BSE 500 ETF,S&P BSE 500 Index,,0.06,9,01-jan-2024
144,HDFC S&P BSE 500 Index Fund,S&P BSE 500 Index,0.13,0.13,9,01-jan-2024
145,HDFC S&P BSE SENSEX ETF,S&P BSE Sensex Index,,0.05,9,01-jan-2024
146,HDFC Silver ETF,Domestic Price of Physical Silver,,0.72,9,01-jan-2024
147,HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund,CRISIL IBX 50:50 Gilt Plus SDL Index - April 2028,0.45,0.45,37,01-jan-2024
148,HSBC CRISIL IBX Gilt June 2027 Index Fund,CRISIL-IBX Gilt Index - June 2027,0.15,0.15,37,01-jan-2024
149,HSBC NIFTY 50 Index Fund,Nifty 50 TRI,0.17,0.17,37,01-jan-2024
150,HSBC NIFTY NEXT 50 Index Fund,Nifty Next 50 TRI,0.06,0.05,37,01-jan-2024
151,ICICI Prudential Gold ETF,LBMA AM fixing Prices (Gold),,0.21,20,01-jan-2024
152,ICICI Prudential NASDAQ 100 Index Fund,Nasdaq 100 Index Fund,0.65,0.69,20,01-jan-2024
153,ICICI Prudential Nifty 10 yr Benchmark G-Sec ETF,Nifty 10 yr Benchmark G-Sec Index,,0.48,20,01-jan-2024
154,ICICI Prudential Nifty 100 ETF,Nifty 100 TRI,,0.04,20,01-jan-2024
155,ICICI Prudential Nifty 100 Low Volatility 30 ETF,Nifty 100 Low Volatility 30 TRI,,0.05,20,01-jan-2024
156,ICICI Prudential Nifty 200 Momentum 30 ETF,Nifty 200 Momentum 30 TRI,,0.19,20,01-jan-2024
157,ICICI Prudential Nifty 200 Momentum 30 Index Fund,Nifty 200 Momentum 30 TRI,0.23,0.23,20,01-jan-2024
158,ICICI Prudential Nifty 200 Quality 30 ETF,Nifty 200 Quality 30 TRI,,0.18,20,01-jan-2024
159,ICICI Prudential Nifty 5 yr Benchmark G-SEC ETF,Nifty 5 yr Benchmark G-sec Index,,0.14,20,01-jan-2024
160,ICICI Prudential Nifty 50 ETF,Nifty 50 TRI,,0.04,20,01-jan-2024
161,ICICI Prudential Nifty 50 Index Fund,Nifty 50 TRI,0.05,0.05,20,01-jan-2024
162,ICICI Prudential Nifty Alpha Low- Volatility 30 ETF,Nifty Alpha Low -Volatility 30 TRI,,0.11,20,01-jan-2024
163,ICICI Prudential Nifty Auto ETF,Nifty Auto TRI,,0.03,20,01-jan-2024
164,ICICI Prudential Nifty Auto Index Fund,Nifty Auto TRI,0.25,0.25,20,01-jan-2024
165,ICICI Prudential Nifty Bank ETF,Nifty Bank TRI,,0.02,20,01-jan-2024
166,ICICI Prudential Nifty Bank Index Fund,Nifty Bank TRI,0.11,0.11,20,01-jan-2024
167,ICICI Prudential Nifty Commodities ETF,Nifty Commodities TRI,,0.06,20,01-jan-2024
168,ICICI Prudential Nifty Financial Services Ex-Bank ETF,Nifty Financial Services Ex-Bank TRI,,0.08,20,01-jan-2024
169,ICICI Prudential Nifty FMCG ETF,Nifty FMCG TRI,,0.04,20,01-jan-2024
170,ICICI Prudential Nifty G-Sec Dec 2030 Index Fund,Nifty G-Sec Dec 2030 Index,1.07,1.07,20,01-jan-2024
171,ICICI Prudential Nifty Healthcare ETF,NIFTY Healthcare TRI,,0.02,20,01-jan-2024
172,ICICI Prudential Nifty India Consumption ETF,Nifty India Consumption TRI,,0.03,20,01-jan-2024
173,ICICI Prudential Nifty Infrastructure ETF,Nifty Infrastructure TRI,,0.03,20,01-jan-2024
174,ICICI Prudential Nifty IT ETF,Nifty IT TRI,,0.04,20,01-jan-2024
175,ICICI Prudential Nifty IT Index Fund,Nifty IT TRI,0.24,0.23,20,01-jan-2024
176,ICICI Prudential Nifty Midcap 150 ETF,Nifty Midcap 150 TRI,,0.05,20,01-jan-2024
177,ICICI Prudential Nifty Midcap 150 Index Fund,Nifty Midcap 150 TRI,0.07,0.06,20,01-jan-2024
178,ICICI Prudential Nifty Next 50 ETF,Nifty Next 50 TRI,,0.05,20,01-jan-2024
179,ICICI Prudential Nifty Next 50 Index Fund,Nifty Next 50 TRI,0.06,0.06,20,01-jan-2024
180,ICICI Prudential Nifty Pharma Index Fund,Nifty Pharma TRI,0.29,0.28,20,01-jan-2024
181,ICICI Prudential Nifty Private Bank ETF,Nifty Private Bank TRI,,0.02,20,01-jan-2024
182,ICICI Prudential Nifty PSU Bank ETF,Nifty PSU Bank TRI,,0.22,20,01-jan-2024
183,ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund,Nifty PSU Bond Plus SDL SEP 2027 40:60 Index,0.75,0.75,20,01-jan-2024
184,ICICI Prudential Nifty SDL Dec 2028 Index Fund,Nifty SDL Dec 2028 Index,1.46,1.46,20,01-jan-2024
185,ICICI Prudential Nifty SDL Sep 2026 Index Fund,Nifty SDL Sep 2026 Index,0.98,0.98,20,01-jan-2024
186,ICICI Prudential Nifty SDL Sep 2027 Index Fund,Nifty SDL Sep 2027 Index,1.04,1.04,20,01-jan-2024
187,ICICI Prudential Nifty Smallcap 250 Index Fund,Nifty Smallcap 250 TRI,0.08,0.07,20,01-jan-2024
188,ICICI Prudential Nifty50 Equal Weight Index Fund,Nifty50 Equal Weight TRI,0.08,0.07,20,01-jan-2024
189,ICICI Prudential Nifty50 Value 20 ETF,Nifty50 Value 20 TRI,,0.08,20,01-jan-2024
190,ICICI Prudential S&P BSE 500 ETF,S&P BSE 500 TRI,,0.03,20,01-jan-2024
191,ICICI Prudential S&P BSE Liquid Rate ETF,S&P BSE Liquid Rate Index,,0.37,20,01-jan-2024
192,ICICI Prudential S&P BSE Midcap Select ETF,S&P BSE Midcap Select TRI,,0.07,20,01-jan-2024
193,ICICI Prudential S&P BSE Sensex ETF,S&P BSE SENSEX TRI,,0.04,20,01-jan-2024
194,ICICI Prudential S&P BSE Sensex Index Fund,S&P BSE SENSEX TRI,0.06,0.06,20,01-jan-2024
195,ICICI Prudential Silver ETF,LBMA AM fixing Prices (Silver),,0.55,20,01-jan-2024
196,Invesco India Gold Exchange Traded Fund,Price of Gold,0.19,,42,01-jan-2024
197,Invesco India Nifty 50 Exchange Traded Fund,Nifty 50 TRI,0.06,,42,01-jan-2024
198,Invesco India Nifty G-sec Jul 2027 Index Fund,Nifty G-Sec Jul 2027 Index,0.15,0.15,42,01-jan-2024
199,Invesco India Nifty G-sec Sep 2032 Index Fund,Nifty G-Sec Sep 2032 Index,0.38,0.38,42,01-jan-2024
200,Kotak Gold ETF,Prices of Gold,0.32,,17,01-jan-2024
201,Kotak Nifty 100 Low Volatility 30 ETF,Nifty 100 Low Volatility 30 TRI,0.08,,17,01-jan-2024
202,Kotak Nifty 1D Rate Liquid ETF,Nifty 1D Rate Index,0.03,,17,01-jan-2024
203,Kotak Nifty 200 Momentum 30 Index Fund,Nifty 200 Momentum 30 Index TRI,0.6,0.61,17,01-jan-2024
204,Kotak Nifty 50 ETF,Nifty 50 TRI,0.07,,17,01-jan-2024
205,Kotak Nifty 50 Index Fund,Nifty 50 TRI,0.1,0.1,17,01-jan-2024
206,Kotak Nifty 50 Value 20 ETF,Nifty 50 Value 20 TRI,0.05,,17,01-jan-2024
207,Kotak Nifty Alpha 50 ETF,Nifty Alpha 50 TRI,0.47,,17,01-jan-2024
208,Kotak Nifty Bank ETF,Nifty Bank TRI,0.03,,17,01-jan-2024
209,Kotak Nifty Financial Services Ex-Bank Index Fund,Nifty Financial Services Ex-Banks TRI,1.02,1.02,17,01-jan-2024
210,Kotak Nifty G-Sec July 2033 Index Fund,Nifty G-Sec July 2033 Index,0.39,0.39,17,01-jan-2024
211,Kotak NIFTY India Consumption ETF,Nifty India Consumption TRI,0.05,,17,01-jan-2024
212,Kotak Nifty IT ETF,Nifty IT TRI,0.1,,17,01-jan-2024
213,Kotak Nifty Midcap 50 ETF,Nifty Midcap 50 TRI,0.11,,17,01-jan-2024
214,Kotak Nifty MNC ETF,Nifty MNC TRI,0.04,,17,01-jan-2024
215,Kotak Nifty Next 50 Index Fund,Nifty Next 50 TRI,0.1,0.1,17,01-jan-2024
216,Kotak Nifty PSU Bank ETF,Nifty PSU Bank TRI,0.1,,17,01-jan-2024
217,Kotak Nifty SDL Apr 2027 Top 12 Equal Weight Index Fund,Nifty SDL Apr 2027 Top 12 Equal Weight Index,0.91,0.91,17,01-jan-2024
218,Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund,Nifty SDL Apr 2032 Top 12 Equal Weight Index,1.67,1.67,17,01-jan-2024
219,Kotak Nifty SDL Jul 2026 Index Fund,Nifty SDL Jul 2026 Index,0.95,0.96,17,01-jan-2024
220,Kotak Nifty SDL Jul 2028 Index Fund,Nifty SDL Jul 2028 Index,1.38,1.38,17,01-jan-2024
221,Kotak Nifty SDL Jul 2033 Index Fund,Nifty SDL Jul 2033 Index,1.55,1.55,17,01-jan-2024
222,Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60 - 40 Index Fund,Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60 - 40 Index Fund,3.49,3.49,17,01-jan-2024
223,Kotak Nifty Smallcap 50 Index Fund,Nifty Smallcap 50 TRI,0.76,0.76,17,01-jan-2024
224,Kotak S&P BSE Housing Index Fund,S&P BSE Housing TRI,0.75,0.75,17,01-jan-2024
225,Kotak S&P BSE Sensex ETF,S&P BSE Sensex TRI,0.08,,17,01-jan-2024
226,Kotak Silver ETF,LBMA  Price of Silver,0.91,,17,01-jan-2024
227,LIC MF Gold Exchange Traded Fund,Domestic Price Of Gold,0.12,,18,01-jan-2024
228,LIC MF Nifty 100 ETF,Nifty 100 TRI,0.1,,18,01-jan-2024
229,LIC MF Nifty 50 ETF,Nifty 50 TRI,0.11,,18,01-jan-2024
230,LIC MF Nifty 50 Index Fund,Nifty 50 TRI,0.14,,18,01-jan-2024
231,LIC MF Nifty 8-13 yr G-Sec ETF,Nifty 8-13 yr G-Sec Index,0.15,,18,01-jan-2024
