,Scheme_Name,Benchmark,RegularPercent,DirectPercent,mfId,date
0,Aditya Birla Sun Life CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund,CRISIL IBX 50:50 Gilt Plus SDL Index - April 2028,1.34,1.34,3,02-jan-2023
1,Aditya Birla Sun Life CRISIL IBX 60:40 SDL + AAA PSU - Apr 2025 Index Fund,CRISIL IBX 60:40 SDL + AAA PSU Index - April 2025,0.49,0.48,3,02-jan-2023
2,Aditya Birla Sun Life CRISIL IBX 60:40 SDL + AAA PSU Apr 2026 Index Fund,CRISIL IBX 60:40 SDL + AAA PSU Index - April 2026,0.29,0.29,3,02-jan-2023
3,Aditya Birla Sun Life CRISIL IBX 60:40 SDL + AAA PSU Apr 2027 Index Fund,CRISIL IBX 60:40 SDL + AAA PSU Index - April 2027,0.73,0.73,3,02-jan-2023
4,Aditya Birla Sun Life CRISIL IBX AAA Jun 2023 Index Fund,CRISIL IBX AAA Index - June 2023,0.21,0.21,3,02-jan-2023
5,Aditya Birla Sun Life CRISIL IBX Gilt - April 2026 Index Fund,CRISIL IBX Gilt Index - April 2026,0.27,0.27,3,02-jan-2023
6,Aditya Birla Sun Life CRISIL IBX Gilt Apr 2029 Index Fund,CRISIL IBX Gilt Index - April 2029,0.53,0.53,3,02-jan-2023
7,Aditya Birla Sun Life Gold ETF,Domestic Price of Gold,0.26,,3,02-jan-2023
8,Aditya Birla Sun Life Nifty 200 Momentum 30 ETF,Nifty 200 Momentum 30 Total Return Index,0.04,,3,02-jan-2023
9,Aditya Birla Sun Life Nifty 200 Quality 30 ETF,NIFTY 200 Quality 30 Total Return Index,0.06,,3,02-jan-2023
10,Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund,NIFTY 50 Equal Weight Total Return Index,0.14,0.14,3,02-jan-2023
11,Aditya Birla Sun Life Nifty 50 ETF,NIFTY 50 Total Return Index,0.05,,3,02-jan-2023
12,Aditya Birla Sun Life Nifty 50 Index Fund,NIFTY 50 Total Return Index,0.06,0.06,3,02-jan-2023
13,Aditya Birla Sun Life Nifty Bank ETF,NIFTY Bank Total Return Index,0.07,,3,02-jan-2023
14,Aditya Birla Sun Life Nifty Healthcare ETF,NIFTY Healthcare Total Return Index.,0.02,,3,02-jan-2023
15,Aditya Birla Sun Life Nifty IT ETF,NIFTY IT Total Return Index,0.1,,3,02-jan-2023
16,Aditya Birla Sun Life Nifty Midcap 150 Index Fund,NIFTY Midcap 150 Total Return Index,0.13,0.13,3,02-jan-2023
17,Aditya Birla Sun Life Nifty Next 50 ETF,NIFTY Next 50 Total Return Index,0.08,,3,02-jan-2023
18,Aditya Birla Sun Life Nifty Next 50 Index Fund,NIFTY Next 50 Total Return Index,0.23,0.22,3,02-jan-2023
19,Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund,Nifty SDL Apr 2027 Index,1.37,1.37,3,02-jan-2023
20,Aditya Birla Sun Life Nifty SDL Plus PSU Bond Sep 2026 60:40 Index Fund,Nifty SDL Plus PSU Bond Sep 2026 60:40 Index,1.19,1.18,3,02-jan-2023
21,Aditya Birla Sun Life Nifty SDL Sep 2025 Index Fund,Nifty SDL Sep 2025 Index,1.18,1.17,3,02-jan-2023
22,Aditya Birla Sun Life Nifty Smallcap 50 Index Fund,NIFTY Smallcap 50 Total Return Index,0.15,0.14,3,02-jan-2023
23,Aditya Birla Sun Life S&P BSE Sensex ETF,S&P BSE Sensex Total Return Index,0.04,,3,02-jan-2023
24,Aditya Birla Sun Life Silver ETF,Domestic Price of Silver,1.83,,3,02-jan-2023
25,Axis CRISIL IBX 70:30 CPSE Plus SDL April 2025 Index Fund,CRISIL IBX 70:30 CPSE Plus SDL - April 2025,0.5,0.5,53,02-jan-2023
26,Axis CRISIL IBX SDL May 2027 Index Fund,CRISIL IBX SDL Index - May 2027,1.06,1.06,53,02-jan-2023
27,Axis Gold ETF,Domestic Price of Gold,0.45,,53,02-jan-2023
28,Axis Nifty 100 Index Fund,NIFTY 100 Total Return Index,0.18,0.18,53,02-jan-2023
29,Axis Nifty 50 ETF,NIFTY 50 Total Return Index,0.04,,53,02-jan-2023
30,Axis Nifty 50 Index Fund,NIFTY 50 Total Return Index,0.38,0.38,53,02-jan-2023
31,Axis Nifty AAA Bond Plus SDL Apr 2026 50:50 ETF,Nifty AAA Bond Plus SDL Apr 2026 50:50 Index,0.97,,53,02-jan-2023
32,Axis NIFTY Bank ETF,NIFTY Bank Total Return Index,0.09,,53,02-jan-2023
33,Axis NIFTY Healthcare ETF,NIFTY Healthcare Total Return Index.,0.06,,53,02-jan-2023
34,Axis NIFTY India Consumption ETF,NIFTY India Consumption Total Return Index,0.09,,53,02-jan-2023
35,Axis NIFTY IT ETF,NIFTY IT Total Return Index,0.11,,53,02-jan-2023
36,Axis Nifty Midcap 50 Index Fund,NIFTY Midcap 50 Total Return Index,16.42,16.42,53,02-jan-2023
37,Axis Nifty Next 50 Index Fund,NIFTY Next 50 Total Return Index,0.47,0.47,53,02-jan-2023
38,Axis Nifty SDL September 2026 Debt Index Fund,Nifty SDL Sep 2026 Index,0.96,0.96,53,02-jan-2023
39,Axis Nifty Smallcap 50 Index Fund,NIFTY Smallcap 50 Total Return Index,0.65,0.65,53,02-jan-2023
40,Axis Silver ETF,Domestic Price of Silver,2.9,,53,02-jan-2023
41,BHARAT 22 ETF,S&P BSE Bharat 22 Total Return Index,0.15,,20,02-jan-2023
42,BHARAT Bond ETF - April 2023,NIFTY Bharat Bond Index Series - April 2023,0.4,,47,02-jan-2023
43,BHARAT Bond ETF - April 2025,NIFTY Bharat Bond Index Series - April 2025,0.91,,47,02-jan-2023
44,BHARAT Bond ETF - April 2030,NIFTY Bharat Bond Index Series - Apri 2030,1.84,,47,02-jan-2023
45,BHARAT Bond ETF - April 2031,NIFTY Bharat Bond Index Series - Apri 2031,2.24,,47,02-jan-2023
46,BHARAT Bond ETF - April 2032,Nifty BHARAT Bond Index - April 2032,2.57,,47,02-jan-2023
47,BHARAT Bond ETF - April 2033,Nifty BHARAT Bond Index - April 2033,3.55,,47,02-jan-2023
48,CPSE ETF,NIFTY CPSE Total Return Index,0.21,,21,02-jan-2023
49,DSP NIFTY 1D Rate Liquid ETF,NIFTY 1D Rate Index,0.06,,6,02-jan-2023
50,DSP NIFTY 50 Equal Weight ETF,NIFTY 50 Equal Weight Total Return Index,0.06,,6,02-jan-2023
51,DSP Nifty 50 Equal Weight Index Fund,NIFTY 50 Equal Weight Total Return Index,0.06,0.06,6,02-jan-2023
52,DSP Nifty 50 ETF,NIFTY 50 Total Return Index,0.07,,6,02-jan-2023
53,DSP Nifty 50 Index Fund,NIFTY 50 Total Return Index,0.05,0.05,6,02-jan-2023
54,DSP Nifty Midcap 150 Quality 50 ETF,NIFTY Midcap150 Quality 50 Total Return Index,0.08,,6,02-jan-2023
55,DSP Nifty Midcap 150 Quality 50 Index Fund,NIFTY Midcap150 Quality 50 Total Return Index,0.16,0.17,6,02-jan-2023
56,DSP Nifty Next 50 Index Fund,NIFTY Next 50 Total Return Index,0.13,0.13,6,02-jan-2023
57,DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund,Nifty SDL Plus G-Sec Jun 2028 30:70 Index,0.88,0.88,6,02-jan-2023
58,DSP Silver ETF,Domestic Price of Silver,3.16,,6,02-jan-2023
59,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund,CRISIL IBX 50:50 Gilt Plus SDL Index - April 2037,1.03,1.03,47,02-jan-2023
60,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund,CRISIL IBX 50:50 Gilt Plus SDL Index - June 2027,0.45,0.46,47,02-jan-2023
61,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index Fund,CRISIL IBX 50:50 Gilt Plus SDL Index - Sep 2028,1.46,1.46,47,02-jan-2023
62,Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund,CRISIL IBX 50:50 PSU Plus SDL Index - October 2025,0.59,0.59,47,02-jan-2023
63,Edelweiss ETF - Nifty Bank,NIFTY Bank Total Return Index,0.13,,47,02-jan-2023
64,Edelweiss Nifty 100 Quality 30 Index Fund,NIFTY 100 Quality 30 Total Return Index,0.29,0.29,47,02-jan-2023
65,Edelweiss Nifty 50 Index Fund,NIFTY 50 Total Return Index,0.48,0.47,47,02-jan-2023
66,Edelweiss NIFTY Large Mid Cap 250 Index Fund,NIFTY Large Midcap 250 Total Return Index,0.21,0.21,47,02-jan-2023
67,Edelweiss Nifty Midcap150 Momentum 50 Index Fund,NIFTY Midcap 150 Momentum 50 Total Return Index,1.79,1.78,47,02-jan-2023
68,Edelweiss Nifty Next 50 Index Fund,NIFTY Next 50 Total Return Index,0.36,0.36,47,02-jan-2023
69,Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50:50 Index Fund,Nifty PSU Bond Plus SDL Apr 2026 50:50 Index,1.22,1.21,47,02-jan-2023
70,Edelweiss NIFTY PSU Bond Plus SDL Apr 2027 50:50 Index,Nifty PSU Bond Plus SDL Apr 2027 50:50 Index,1.56,1.56,47,02-jan-2023
71,Edelweiss Nifty Smallcap 250 Index Fund,NIFTY Smallcap 250 Total Return Index,0.35,0.34,47,02-jan-2023
72,Franklin India NSE Nifty 50 Index,NIFTY 50 Total Return Index,0.25,0.25,27,02-jan-2023
73,HDFC Gold Exchange Traded Fund.,Domestic Price of Gold,0.29,0.29,9,02-jan-2023
74,HDFC Index Fund Nifty 50 Plan,NIFTY 50 Total Return Index,0.04,0.04,9,02-jan-2023
75,HDFC Index S&P BSE Sensex Fund,S&P BSE Sensex Total Return Index,0.04,0.03,9,02-jan-2023
76,HDFC NIFTY 100 Equal Weight Index Fund,NIFTY 100 Equal Weighted Total Return Index,0.27,0.26,9,02-jan-2023
77,HDFC NIFTY 100 ETF,NIFTY 100 Total Return Index,0.18,,9,02-jan-2023
78,HDFC Nifty 100 Index Fund,NIFTY 100 Total Return Index,0.3,0.3,9,02-jan-2023
79,HDFC Nifty 50 ETF,NIFTY 50 Total Return Index,0.05,,9,02-jan-2023
80,HDFC NIFTY Bank ETF,NIFTY Bank Total Return Index,0.06,,9,02-jan-2023
81,HDFC Nifty G-sec Dec 2026 Index,Nifty G-sec Dec 2026 Index,0.26,0.26,9,02-jan-2023
82,HDFC Nifty G-Sec July 2031 Index,Nifty G-Sec July 2031 Index,0.83,0.82,9,02-jan-2023
83,HDFC Nifty G-Sec Jun 2027 Index,Nifty G-Sec Jun 2027 Index,0.14,0.16,9,02-jan-2023
84,HDFC Nifty G-Sec Sep 2032 Index,Nifty G-Sec Sep 2032 Index,0.19,0.18,9,02-jan-2023
85,HDFC NIFTY Growth Sectors 15 ETF,NIFTY Growth Sectors 15 Total Return Index,0.11,,9,02-jan-2023
86,HDFC NIFTY IT ETF,NIFTY IT Total Return Index,0.04,,9,02-jan-2023
87,HDFC NIFTY NEXT 50 ETF,NIFTY Next 50 Total Return Index,0.12,,9,02-jan-2023
88,HDFC NIFTY Next 50 Index Fund,NIFTY Next 50 Total Return Index,0.17,0.17,9,02-jan-2023
89,HDFC NIFTY Private Bank ETF,Nifty Private Bank TRI,0.04,,9,02-jan-2023
90,HDFC NIFTY100 Low Volatility 30 ETF,NIFTY 100 Low Volatility 30 Total Return Index,0.15,,9,02-jan-2023
91,HDFC NIFTY100 Quality 30 ETF,NIFTY 100 Quality 30 Total Return Index,0.17,,9,02-jan-2023
92,HDFC NIFTY200 Momentum 30 ETF,Nifty 200 Momentum 30 Total Return Index,0.11,,9,02-jan-2023
93,HDFC NIFTY50 Equal Weight Index Fund,NIFTY 50 Equal Weight Total Return Index,0.09,0.08,9,02-jan-2023
94,HDFC NIFTY50 Value 20 ETF,NIFTY 50 Value 20 Total Return Index,0.12,,9,02-jan-2023
95,HDFC S&P BSE Sensex ETF,S&P BSE Sensex Total Return Index,0.06,,9,02-jan-2023
96,HDFC Silver ETF,Domestic Price of Physical Silver,0.85,0.85,9,02-jan-2023
97,HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund,CRISIL IBX 50:50 Gilt Plus SDL Index - April 2028,0.7,0.7,37,02-jan-2023
98,HSBC Nifty 50 Index Fund,NIFTY 50 Total Return Index,0.13,0.13,37,02-jan-2023
99,HSBC Nifty Next 50 Index Fund,NIFTY Next 50 Total Return Index,0.17,0.17,37,02-jan-2023
100,ICICI Prudential Gold ETF,Domestic Price of Gold,0.43,,20,02-jan-2023
101,ICICI Prudential Nifty 10 yr Benchmark G-Sec ETF,NIFTY 10 yr Benchmark G-Sec Index,0.08,,20,02-jan-2023
102,ICICI Prudential Nifty 100 ETF,NIFTY 100 Total Return Index,0.04,,20,02-jan-2023
103,ICICI Prudential Nifty 100 Low Volatility 30 ETF,NIFTY 100 Low Volatility 30 Total Return Index,0.03,,20,02-jan-2023
104,ICICI Prudential Nifty 200 Momentum 30 ETF,Nifty 200 Momentum 30 Total Return Index,1.22,,20,02-jan-2023
105,ICICI Prudential Nifty 200 Momentum 30 Index Fund,Nifty 200 Momentum 30 Total Return Index,0.31,0.31,20,02-jan-2023
106,ICICI Prudential Nifty 5 yr Benchmark G-SEC ETF,Nifty 5yr Benchmark G-Sec Index,0.26,,20,02-jan-2023
107,ICICI Prudential Nifty 50 ETF,NIFTY 50 Total Return Index,0.03,,20,02-jan-2023
108,ICICI Prudential Nifty 50 Index Fund,NIFTY 50 Total Return Index,0.07,0.07,20,02-jan-2023
109,ICICI Prudential Nifty Alpha Low- Volatility 30 ETF,Nifty Alpha Low-Volatility 30 Total Return Index,0.1,,20,02-jan-2023
110,ICICI Prudential Nifty Auto ETF,NIFTY Auto Total Return Index,0.06,,20,02-jan-2023
111,ICICI Prudential Nifty Auto Index Fund,NIFTY Auto Total Return Index,0.21,0.21,20,02-jan-2023
112,ICICI Prudential Nifty Bank ETF,NIFTY Bank Total Return Index,0.04,,20,02-jan-2023
113,ICICI Prudential Nifty Bank Index Fund,NIFTY Bank Total Return Index,0.55,0.55,20,02-jan-2023
114,ICICI Prudential Nifty Commodities ETF,NIFTY Commodities Total Return Index,0.13,,20,02-jan-2023
115,ICICI Prudential Nifty Financial Services Ex-Bank ETF,Nifty Financial Services Ex-Bank Total Return Index,0.02,,20,02-jan-2023
116,ICICI Prudential Nifty FMCG ETF,NIFTY FMCG Total Return Index,0.06,,20,02-jan-2023
117,ICICI Prudential Nifty G-Sec Dec 2030 Index Fund,Nifty G-sec Dec 2030 Index,1.85,1.85,20,02-jan-2023
118,ICICI Prudential Nifty Healthcare ETF,NIFTY Healthcare Total Return Index.,0.04,,20,02-jan-2023
119,ICICI Prudential Nifty India Consumption ETF,NIFTY India Consumption Total Return Index,0.09,,20,02-jan-2023
120,ICICI Prudential Nifty Infrastructure ETF,NIFTY Infrastructure Total Return Index,18.65,,20,02-jan-2023
121,ICICI Prudential Nifty IT ETF,NIFTY IT Total Return Index,0.06,,20,02-jan-2023
122,ICICI Prudential Nifty IT Index Fund,NIFTY IT Total Return Index,0.51,0.52,20,02-jan-2023
123,ICICI Prudential Nifty Midcap 150 ETF,NIFTY Midcap 150 Total Return Index,0.09,,20,02-jan-2023
124,ICICI Prudential Nifty Midcap 150 Index Fund,NIFTY Midcap 150 Total Return Index,0.19,0.19,20,02-jan-2023
125,ICICI Prudential Nifty Next 50 ETF,NIFTY Next 50 Total Return Index,0.08,,20,02-jan-2023
126,ICICI Prudential Nifty Next 50 Index Fund,NIFTY Next 50 Total Return Index,0.09,0.09,20,02-jan-2023
127,ICICI Prudential Nifty Pharma Index Fund,NIFTY Pharma Total Return Index,0.28,0.27,20,02-jan-2023
128,ICICI Prudential Nifty Private Bank ETF,Nifty Private Bank TRI,0.03,,20,02-jan-2023
129,ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund,Nifty PSU Bond Plus SDL Sep 2027 40:60 Index,1.52,1.52,20,02-jan-2023
130,ICICI Prudential Nifty SDL Dec 2028 Index Fund,Nifty SDL Dec 2028 Index,2.24,2.24,20,02-jan-2023
131,ICICI Prudential Nifty SDL Sep 2026 Index Fund,Nifty SDL Sep 2026 Index,0.89,0.89,20,02-jan-2023
132,ICICI Prudential Nifty SDL Sep 2027 Index Fund,Nifty SDL Sep 2027 Index,2.0,1.99,20,02-jan-2023
133,ICICI Prudential Nifty Smallcap 250 Index Fund,NIFTY Smallcap 250 Total Return Index,0.26,0.17,20,02-jan-2023
134,ICICI Prudential Nifty50 Equal Weight Index Fund,NIFTY 50 Equal Weight Total Return Index,0.17,0.17,20,02-jan-2023
135,ICICI Prudential Nifty50 Value 20 ETF,NIFTY 50 Value 20 Total Return Index,0.06,,20,02-jan-2023
136,ICICI Prudential S&P BSE 500 ETF,S&P BSE 500 Total Return Index,0.03,,20,02-jan-2023
137,ICICI Prudential S&P BSE Liquid Rate ETF,S&P BSE Liquid Rate Index,0.29,,20,02-jan-2023
138,ICICI Prudential S&P BSE Midcap Select ETF,S&P BSE Midcap Select Total Return Index,0.08,,20,02-jan-2023
139,ICICI Prudential S&P BSE Sensex ETF,S&P BSE Sensex Total Return Index,0.03,,20,02-jan-2023
140,ICICI Prudential S&P BSE Sensex Index Fund,S&P BSE Sensex Total Return Index,0.08,0.08,20,02-jan-2023
141,ICICI Prudential Silver ETF,Domestic Price of Silver,1.28,,20,02-jan-2023
142,IDFC CRISIL IBX 90:10 SDL Plus Gilt- April 2032 Index Fund,CRISIL IBX 90:10 SDL Plus Gilt Index - April 2032,0.92,0.92,48,02-jan-2023
143,IDFC CRISIL IBX 90:10 SDL Plus Gilt- November 2026 Index Fund,CRISIL IBX 90:10 SDL Plus Gilt Index - Nov 2026,0.55,0.55,48,02-jan-2023
144,IDFC CRISIL IBX 90:10 SDL Plus Gilt-September 2027 Index Fund,CRISIL IBX 90:10 SDL Plus Gilt Index - Sep 2027,0.65,0.65,48,02-jan-2023
145,IDFC Crisil IBX Gilt April 2026 Index Fund,CRISIL IBX Gilt Index - April 2026,0.25,0.26,48,02-jan-2023
146,IDFC CRISIL IBX Gilt April 2028 Index Fund,CRISIL IBX Gilt April 2028 Index,0.46,0.46,48,02-jan-2023
147,IDFC CRISIL IBX Gilt June 2027 Index Fund,CRISIL IBX Gilt June 2027 Index,0.24,0.24,48,02-jan-2023
148,IDFC Nifty 100 Index Fund,NIFTY 100 Total Return Index,6.08,6.08,48,02-jan-2023
149,IDFC Nifty 50 ETF,NIFTY 50 Total Return Index,0.17,,48,02-jan-2023
150,IDFC Nifty 50 Index,NIFTY 50 Total Return Index,0.13,0.13,48,02-jan-2023
151,IDFC Nifty100 Low Volatility 30 Index Fund,NIFTY 100 Low Volatility 30 Total Return Index,0.2,0.19,48,02-jan-2023
152,IDFC Nifty200 Momentum 30 Index Fund,Nifty 200 Momentum 30 Total Return Index,0.28,0.27,48,02-jan-2023
153,IDFC S&P BSE Sensex ETF,S&P BSE Sensex Total Return Index,0.23,,48,02-jan-2023
154,Indiabulls Nifty 50 ETF,NIFTY 50 Total Return Index,0.09,,63,02-jan-2023
155,Invesco India Gold ETF,Domestic Price of Gold,0.34,,42,02-jan-2023
156,Invesco India Nifty 50 ETF,NIFTY 50 Total Return Index,0.03,,42,02-jan-2023
157,Kotak Gold ETF,Domestic Price of Gold,0.43,,17,02-jan-2023
158,Kotak Nifty 100 Low Volatility 30 ETF,NIFTY 100 Low Volatility 30 Total Return Index,0.24,,17,02-jan-2023
159,Kotak Nifty 50 ETF,NIFTY 50 Total Return Index,0.03,,17,02-jan-2023
160,Kotak Nifty 50 Index Fund,NIFTY 50 Total Return Index,0.22,0.22,17,02-jan-2023
161,Kotak Nifty 50 Value 20 ETF,NIFTY 50 Value 20 Total Return Index,0.07,,17,02-jan-2023
162,Kotak Nifty Alpha 50 ETF,Nifty Alpha 50 Total Return Index,1.43,,17,02-jan-2023
163,Kotak Nifty Bank ETF,NIFTY Bank Total Return Index,0.07,,17,02-jan-2023
164,Kotak NIFTY India Consumption ETF,NIFTY India Consumption Total Return Index,0.15,,17,02-jan-2023
165,Kotak Nifty IT ETF,NIFTY IT Total Return Index,0.2,,17,02-jan-2023
166,Kotak Nifty Midcap 50 ETF,NIFTY Midcap 50 Total Return Index,14.94,,17,02-jan-2023
167,Kotak Nifty MNC ETF,NIFTY MNC Total Return Index,0.17,,17,02-jan-2023
168,Kotak Nifty Next 50 Index Fund,NIFTY Next 50 Total Return Index,0.41,0.41,17,02-jan-2023
169,Kotak Nifty PSU Bank ETF,NIFTY PSU Bank Total Return Index,0.14,,17,02-jan-2023
170,Kotak Nifty SDL Apr 2027 Top 12 Equal Weight Index Fund,Nifty SDL Apr 2027 Top 12 Equal Weight Index,1.58,1.58,17,02-jan-2023
171,Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund,Nifty SDL Apr 2032 Top 12 Equal Weight Index,2.92,2.91,17,02-jan-2023
172,Kotak Nifty SDL Jul 2026 Index Fund,Nifty SDL Jul 2026 Index,0.28,0.27,17,02-jan-2023
173,Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund,Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index,1.25,1.24,17,02-jan-2023
174,Kotak S&P BSE Sensex ETF,S&P BSE Sensex Total Return Index,0.04,,17,02-jan-2023
175,Kotak Silver ETF,Domestic Price of Silver,1.7,,17,02-jan-2023
176,LIC MF Nifty 100 ETF,NIFTY 100 Total Return Index,0.07,,18,02-jan-2023
177,LIC MF Nifty 50 ETF,NIFTY 50 Total Return Index,0.09,,18,02-jan-2023
178,LIC MF Nifty 50 Index Fund,NIFTY 50 Total Return Index,0.14,0.14,18,02-jan-2023
179,LIC MF Nifty 8-13 yr G-Sec ETF,NIFTY 8-13 yr G-Sec Index,0.46,,18,02-jan-2023
180,LIC MF S&P BSE Sensex ETF,S&P BSE Sensex Total Return Index,0.06,,18,02-jan-2023
181,LIC MF S&P BSE Sensex Index Fund,S&P BSE Sensex Total Return Index,0.2,0.2,18,02-jan-2023
182,Mirae Asset CRISIL IBX Gilt Index - April 2033 Index Fund,CRISIL IBX Gilt Index - April 2033,0.22,0.21,45,02-jan-2023
183,Mirae Asset Nifty 100 ESG Sector Leaders ETF,Nifty 100 ESG Sector Leaders Total Return Index,0.08,,45,02-jan-2023
184,Mirae Asset Nifty 50 ETF,NIFTY 50 Total Return Index,0.03,,45,02-jan-2023
185,Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 50:50 Index Fund,Nifty AAA PSU Bond Plus SDL Apr 2026 50:50 Index,0.86,0.85,45,02-jan-2023
186,Mirae Asset Nifty Financial Services ETF,NIFTY Financial Services Total Return Index,0.05,,45,02-jan-2023
187,Mirae Asset Nifty India Manufacturing ETF,Nifty India Manufacturing Total Return Index,0.08,,45,02-jan-2023
188,Mirae Asset Nifty Midcap 150 ETF,NIFTY Midcap 150 Total Return Index,0.09,,45,02-jan-2023
189,Mirae Asset Nifty Next 50 ETF,NIFTY Next 50 Total Return Index,0.14,,45,02-jan-2023
190,Mirae Asset Nifty SDL Jun 2027 Index Fund,Nifty SDL Jun 2027 Index,1.7,1.7,45,02-jan-2023
191,Motilal Oswal MSCI EAFE Top 100 Select Index Fund,MSCI EAFE Top 100 Select Index,18.32,18.32,55,02-jan-2023
192,Motilal Oswal NASDAQ 100 ETF,Nasdaq 100 Total Return Index,0.12,,55,02-jan-2023
193,Motilal Oswal Nasdaq Q 50 ETF,NASDAQ Q-50 Total Return Index,1.39,,55,02-jan-2023
194,Motilal Oswal Nifty 200 Momentum 30 ETF,Nifty 200 Momentum 30 Total Return Index,0.23,,55,02-jan-2023
195,Motilal Oswal Nifty 200 Momentum 30 Index Fund,Nifty 200 Momentum 30 Total Return Index,0.52,0.52,55,02-jan-2023
196,Motilal Oswal Nifty 5 year Benchmark G-Sec ETF,Nifty 5yr Benchmark G-Sec Index,0.42,,55,02-jan-2023
197,Motilal Oswal Nifty 50 ETF,NIFTY 50 Total Return Index,0.09,,55,02-jan-2023
198,Motilal Oswal Nifty 50 Index Fund,NIFTY 50 Total Return Index,0.05,0.04,55,02-jan-2023
199,Motilal Oswal Nifty 500 Index Fund,NIFTY 500 Total Return Index,0.06,0.05,55,02-jan-2023
200,Motilal Oswal Nifty Bank Index Fund,NIFTY Bank Total Return Index,0.13,0.12,55,02-jan-2023
201,Motilal Oswal Nifty Midcap 100 ETF,NIFTY Midcap 100 Total Return Index,0.37,,55,02-jan-2023
202,Motilal Oswal Nifty Midcap 150 Index Fund,NIFTY Midcap 150 Total Return Index,0.18,0.18,55,02-jan-2023
203,Motilal Oswal Nifty Next 50 Index Fund,NIFTY Next 50 Total Return Index,0.1,0.1,55,02-jan-2023
204,Motilal Oswal Nifty Smallcap 250 Index Fund,NIFTY Smallcap 250 Total Return Index,0.17,0.17,55,02-jan-2023
205,Motilal Oswal S&P 500 Index Fund,S&P 500 Total Return Index,0.13,0.12,55,02-jan-2023
206,Motilal Oswal S&P BSE Enhanced Value ETF,S&P BSE Enhanced Value Total Return Index,0.16,,55,02-jan-2023
207,Motilal Oswal S&P BSE Enhanced Value Index Fund,S&P BSE Enhanced Value Total Return Index,0.31,0.31,55,02-jan-2023
208,Motilal Oswal S&P BSE Financials ex Bank 30 Index Fund,S&P BSE Financials ex Bank 30 Total Return Index,2.08,2.08,55,02-jan-2023
209,Motilal Oswal S&P BSE Healthcare ETF,S&P BSE Healthcare Total Return Index,0.12,,55,02-jan-2023
210,Motilal Oswal S&P BSE Low Volatility ETF,S&P BSE Low Volatility Total Return Index,0.24,,55,02-jan-2023
211,Motilal Oswal S&P BSE Low Volatility Index Fund,S&P BSE Low Volatility Total Return Index,1.02,1.02,55,02-jan-2023
212,Motilal Oswal S&P BSE Quality ETF,S&P BSE Quality Total Return Index,0.35,,55,02-jan-2023
213,Motilal Oswal S&P BSE Quality Index Fund,S&P BSE Quality Total Return Index,0.45,0.45,55,02-jan-2023
214,Navi Nifty 50 Index Fund,NIFTY 50 Total Return Index,0.04,0.04,54,02-jan-2023
215,Navi Nifty Bank Index Fund,NIFTY Bank Total Return Index,0.11,0.11,54,02-jan-2023
216,Navi Nifty India Manufacturing Index Fund,Nifty India Manufacturing Total Return Index,0.11,0.1,54,02-jan-2023
217,Navi Nifty Midcap 150 Index Fund,NIFTY Midcap 150 Total Return Index,0.28,0.28,54,02-jan-2023
218,Navi Nifty Next 50 Index Fund,NIFTY Next 50 Total Return Index,0.34,0.33,54,02-jan-2023
219,Nippon India ETF Gold BeES,Domestic Price of Gold Index,0.18,,21,02-jan-2023
220,Nippon India ETF Nifty 100,NIFTY 100 Total Return Index,0.05,,21,02-jan-2023
221,Nippon India ETF Nifty 1D Rate Liquid BeES,NIFTY 1D Rate Index,0.03,,21,02-jan-2023
222,Nippon India ETF Nifty 5 yr Benchmark G-Sec,Nifty 5yr Benchmark G-Sec Index,0.33,,21,02-jan-2023
223,Nippon India ETF Nifty 50 BeES,NIFTY 50 Total Return Index,0.03,,21,02-jan-2023
224,Nippon India ETF Nifty 50 Shariah BeES,NIFTY 50 Shariah Total Return Index,0.14,,21,02-jan-2023
225,Nippon India ETF Nifty 50 Value 20,NIFTY 50 Value 20 Total Return Index,0.1,,21,02-jan-2023
226,Nippon India ETF Nifty 8-13 yr G-Sec Long Term Gilt,NIFTY 8-13 yr G-Sec Index,0.48,,21,02-jan-2023
227,Nippon India ETF Nifty Bank BeES,NIFTY Bank Total Return Index,0.04,,21,02-jan-2023
228,Nippon India ETF Nifty CPSE Bond Plus SDL Sep 2024 50:50,Nifty CPSE Bond Plus SDL Sep 2024 50:50 Index,0.65,,21,02-jan-2023
