,Scheme_Name,Benchmark,RegularPercent,DirectPercent,mfId,date
16948,Mirae Asset Hang Seng TECH ETF,Hang Seng TECH Total Return Index,1.91,,45,07-oct-2022
16949,Mirae Asset Nifty 100 ESG Sector Leaders ETF,Nifty 100 ESG Sector Leaders Total Return Index,0.06,,45,07-oct-2022
16950,Mirae Asset Nifty 50 ETF,NIFTY 50 Total Return Index,0.03,,45,07-oct-2022
16951,Mirae Asset Nifty Financial Services ETF,NIFTY Financial Services Total Return Index,0.05,,45,07-oct-2022
16952,Mirae Asset Nifty India Manufacturing ETF,Nifty India Manufacturing Total Return Index,0.09,,45,07-oct-2022
16953,Mirae Asset Nifty Midcap 150 ETF,NIFTY Midcap 150 Total Return Index,0.1,,45,07-oct-2022
16954,Mirae Asset Nifty Next 50 ETF,NIFTY Next 50 Total Return Index,0.14,,45,07-oct-2022
16955,Mirae Asset Nifty SDL Jun 2027 Index Fund,Nifty SDL Jun 2027 Index,1.89,1.89,45,07-oct-2022
16956,Mirae Asset NYSE FANG+ ETF,NYSE FANG+ Total Return Index,0.13,,45,07-oct-2022
16957,Mirae Asset S&P 500 Top 50 ETF,S&P 500 Top 50 Total Return Index,11.53,,45,07-oct-2022
16958,Motilal Oswal MSCI EAFE Top 100 Select Index Fund,MSCI EAFE Top 100 Select Index,18.3,18.3,55,07-oct-2022
16959,Motilal Oswal NASDAQ 100 ETF,Nasdaq 100 Total Return Index,0.1,,55,07-oct-2022
16960,Motilal Oswal Nasdaq Q 50 ETF,NASDAQ Q-50 Total Return Index,1.53,,55,07-oct-2022
16961,Motilal Oswal Nifty 200 Momentum 30 ETF,Nifty 200 Momentum 30 Total Return Index,0.24,,55,07-oct-2022
16962,Motilal Oswal Nifty 200 Momentum 30 Index Fund,Nifty 200 Momentum 30 Total Return Index,0.6,0.6,55,07-oct-2022
16963,Motilal Oswal Nifty 5 year Benchmark G-Sec ETF,Nifty 5yr Benchmark G-Sec Index,0.42,,55,07-oct-2022
16964,Motilal Oswal Nifty 50 ETF,NIFTY 50 Total Return Index,0.09,,55,07-oct-2022
16965,Motilal Oswal Nifty 50 Index Fund,NIFTY 50 Total Return Index,0.06,0.06,55,07-oct-2022
16966,Motilal Oswal Nifty 500 Index Fund,NIFTY 500 Total Return Index,0.06,0.05,55,07-oct-2022
16967,Motilal Oswal Nifty Bank Index Fund,NIFTY Bank Total Return Index,0.13,0.13,55,07-oct-2022
16968,Motilal Oswal Nifty Midcap 100 ETF,NIFTY Midcap 100 Total Return Index,0.37,,55,07-oct-2022
16969,Motilal Oswal Nifty Midcap 150 Index Fund,NIFTY Midcap 150 Total Return Index,0.19,0.19,55,07-oct-2022
16970,Motilal Oswal Nifty Next 50 Index Fund,NIFTY Next 50 Total Return Index,0.11,0.1,55,07-oct-2022
16971,Motilal Oswal Nifty Smallcap 250 Index Fund,NIFTY Smallcap 250 Total Return Index,0.15,0.15,55,07-oct-2022
16972,Motilal Oswal S&P 500 Index Fund,S&P 500 Total Return Index,0.13,0.13,55,07-oct-2022
16973,Motilal Oswal S&P BSE Enhanced Value ETF,S&P BSE Enhanced Value Total Return Index,0.07,,55,07-oct-2022
16974,Motilal Oswal S&P BSE Enhanced Value Index Fund,S&P BSE Enhanced Value Total Return Index,0.18,0.18,55,07-oct-2022
16975,Motilal Oswal S&P BSE Financials ex Bank 30 Index Fund,S&P BSE Financials ex Bank 30 Total Return Index,3.19,3.19,55,07-oct-2022
16976,Motilal Oswal S&P BSE Healthcare ETF,S&P BSE Healthcare Total Return Index,0.18,,55,07-oct-2022
16977,Motilal Oswal S&P BSE Low Volatility ETF,S&P BSE Low Volatility Total Return Index,0.26,,55,07-oct-2022
16978,Motilal Oswal S&P BSE Low Volatility Index Fund,S&P BSE Low Volatility Total Return Index,1.22,1.22,55,07-oct-2022
16979,Motilal Oswal S&P BSE Quality ETF,S&P BSE Quality Total Return Index,0.58,,55,07-oct-2022
16980,Motilal Oswal S&P BSE Quality Index Fund,S&P BSE Quality Total Return Index,0.77,0.77,55,07-oct-2022
16981,Navi Nifty 50 Index Fund,NIFTY 50 Total Return Index,0.04,0.04,54,07-oct-2022
16982,Navi Nifty Bank Index Fund,NIFTY Bank Total Return Index,0.13,0.12,54,07-oct-2022
16983,Navi Nifty India Manufacturing Index Fund,Nifty India Manufacturing Total Return Index,0.15,0.14,54,07-oct-2022
16984,Navi Nifty Midcap 150 Index Fund,NIFTY Midcap 150 Total Return Index,0.33,0.33,54,07-oct-2022
16985,Navi Nifty Next 50 Index Fund,NIFTY Next 50 Total Return Index,0.39,0.38,54,07-oct-2022
16986,Nippon India ETF Gold BeES,Domestic Price of Gold Index,0.18,,21,07-oct-2022
16987,Nippon India ETF Hang Seng BeES,Hang Seng Total Return Index,0.33,,21,07-oct-2022
16988,Nippon India ETF Nifty 100,NIFTY 100 Total Return Index,0.05,,21,07-oct-2022
16989,Nippon India ETF Nifty 1D Rate Liquid BeES,NIFTY 1D Rate Index,0.03,,21,07-oct-2022
16990,Nippon India ETF Nifty 5 yr Benchmark G-Sec,Nifty 5yr Benchmark G-Sec Index,0.33,,21,07-oct-2022
16991,Nippon India ETF Nifty 50 BeES,NIFTY 50 Total Return Index,0.03,,21,07-oct-2022
16992,Nippon India ETF Nifty 50 Shariah BeES,NIFTY 50 Shariah Total Return Index,0.14,,21,07-oct-2022
16993,Nippon India ETF Nifty 50 Value 20,NIFTY 50 Value 20 Total Return Index,0.11,,21,07-oct-2022
16994,Nippon India ETF Nifty 8-13 yr G-Sec Long Term Gilt,NIFTY 8-13 yr G-Sec Index,0.49,,21,07-oct-2022
16995,Nippon India ETF Nifty Bank BeES,NIFTY Bank Total Return Index,0.04,,21,07-oct-2022
16996,Nippon India ETF Nifty CPSE Bond Plus SDL Sep 2024 50:50,Nifty CPSE Bond Plus SDL Sep 2024 50:50 Index,0.69,,21,07-oct-2022
16997,Nippon India ETF Nifty Dividend Opportunities 50,NIFTY Dividend Opportunities 50 Total Return Index,0.21,,21,07-oct-2022
16998,Nippon India ETF Nifty India Consumption,NIFTY India Consumption Total Return Index,0.07,,21,07-oct-2022
16999,Nippon India ETF Nifty Infrastructure BeES,NIFTY Infrastructure Total Return Index,0.16,,21,07-oct-2022
17000,Nippon India ETF Nifty IT,NIFTY IT Total Return Index,0.12,,21,07-oct-2022
17001,Nippon India ETF Nifty Midcap 150,NIFTY Midcap 150 Total Return Index,0.11,,21,07-oct-2022
17002,Nippon India ETF Nifty Next 50 Junior BeES,NIFTY Next 50 Total Return Index,0.08,,21,07-oct-2022
17003,Nippon India ETF Nifty PSU Bank BeES,NIFTY PSU Bank Total Return Index,0.13,,21,07-oct-2022
17004,Nippon India ETF Nifty SDL Apr 2026 Top 20 Equal Weight,Nifty SDL Apr 2026 Top 20 Equal Weight Index,1.54,,21,07-oct-2022
17005,Nippon India ETF S&P BSE Sensex,S&P BSE Sensex Total Return Index,0.05,,21,07-oct-2022
17006,Nippon India ETF S&P BSE Sensex Next 50,S&P BSE Sensex Next 50 Total Return Index,0.16,,21,07-oct-2022
17007,Nippon India Index Nifty 50,NIFTY 50 Total Return Index,0.06,0.04,21,07-oct-2022
17008,Nippon India Index S&P BSE Sensex,S&P BSE Sensex Total Return Index,0.08,0.07,21,07-oct-2022
17009,Nippon India Nifty 50 Value 20 Index Fund,NIFTY 50 Value 20 Total Return Index,0.13,0.13,21,07-oct-2022
17010,Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund,Nifty AAA CPSE Bond Plus SDL Apr 2027 60:40 Index,1.28,1.28,21,07-oct-2022
17011,Nippon India Nifty Alpha Low Volatility 30 Index Fund,Nifty Alpha Low-Volatility 30 Total Return Index,0.26,0.24,21,07-oct-2022
17012,Nippon India Nifty Auto ETF,NIFTY Auto Total Return Index,0.14,,21,07-oct-2022
17013,Nippon India Nifty Midcap 150 Index Fund,NIFTY Midcap 150 Total Return Index,0.15,0.15,21,07-oct-2022
17014,Nippon India Nifty Pharma ETF,NIFTY Pharma Total Return Index,0.06,,21,07-oct-2022
17015,Nippon India Nifty Smallcap 250 Index Fund,NIFTY Smallcap 250 Total Return Index,0.22,0.22,21,07-oct-2022
17016,Nippon India Silver ETF,Domestic Price of Silver Index,0.86,,21,07-oct-2022
17017,Quantum Gold Fund,Domestic Price of Gold,4.52,,41,07-oct-2022
17018,Quantum Nifty 50 ETF,NIFTY 50 Total Return Index,0.06,,41,07-oct-2022
17019,SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund,Nifty CPSE Bond Plus SDL Sep 2026 50:50 Index,1.29,1.29,22,07-oct-2022
17020,SBI Gold ETF,Domestic Price of Gold,0.37,,22,07-oct-2022
17021,SBI Nifty 10 yr Benchmark G-Sec ETF,NIFTY 10 yr Benchmark G-Sec Index,0.15,,22,07-oct-2022
17022,SBI Nifty 200 Quality 30 ETF,NIFTY 200 Quality 30 Total Return Index,0.05,,22,07-oct-2022
17023,SBI Nifty 50 ETF,NIFTY 50 Total Return Index,0.03,,22,07-oct-2022
17024,SBI Nifty Bank ETF,NIFTY Bank Total Return Index,0.04,,22,07-oct-2022
17025,SBI Nifty Consumption ETF,NIFTY India Consumption Total Return Index,0.05,,22,07-oct-2022
17026,SBI Nifty Index Fund,NIFTY 50 Total Return Index,0.03,0.03,22,07-oct-2022
17027,SBI Nifty IT ETF,NIFTY IT Total Return Index,0.06,,22,07-oct-2022
17028,SBI Nifty Next 50 ETF,NIFTY Next 50 Total Return Index,0.08,,22,07-oct-2022
17029,SBI Nifty Next 50 Index Fund,NIFTY Next 50 Total Return Index,0.09,0.09,22,07-oct-2022
17030,SBI Nifty Private Bank ETF,Nifty Private Bank TRI,0.24,,22,07-oct-2022
17031,SBI S&P BSE 100 ETF,S&P BSE 100 Total Return Index,0.04,,22,07-oct-2022
17032,SBI S&P BSE Sensex ETF,S&P BSE Sensex Total Return Index,0.03,,22,07-oct-2022
17033,SBI S&P BSE Sensex Next 50 ETF,S&P BSE Sensex Next 50 Total Return Index,0.09,,22,07-oct-2022
17034,Sundaram Nifty 100 Equal Weight Fund,NIFTY 100 Equal Weighted Total Return Index,0.61,0.61,33,07-oct-2022
17035,Tata CRISIL-IBX Gilt Index - April 2026 Index Fund,CRISIL IBX Gilt Index - April 2026,0.1,0.11,25,07-oct-2022
17036,Tata Nifty 50 ETF,NIFTY 50 Total Return Index,0.11,,25,07-oct-2022
17037,Tata Nifty 50 Index Fund,NIFTY 50 Total Return Index,0.12,0.12,25,07-oct-2022
17038,Tata Nifty India Digital ETF,Nifty India Digital Total Return Index,1.31,,25,07-oct-2022
17039,Tata Nifty Private Bank ETF,Nifty Private Bank TRI,0.25,,25,07-oct-2022
17040,Tata Nifty SDL Plus AAA PSU Bond Dec 2027 60:40 Index Fund,Nifty SDL Plus AAA PSU Bond Dec 2027 60: 40 Index,1.94,1.94,25,07-oct-2022
17041,Tata S&P BSE Sensex Index Fund,S&P BSE Sensex Total Return Index,0.15,0.15,25,07-oct-2022
17042,Taurus Nifty 50 Index,NIFTY 50 Total Return Index,0.88,0.88,26,07-oct-2022
17043,UTI Gold ETF,Domestic Price of Gold,0.27,,28,07-oct-2022
17044,UTI Nifty 50 ETF,NIFTY 50 Total Return Index,0.03,,28,07-oct-2022
17045,UTI Nifty 50 Index Fund,NIFTY 50 Total Return Index,0.03,0.03,28,07-oct-2022
17046,UTI Nifty Bank ETF,NIFTY Bank Total Return Index,0.04,,28,07-oct-2022
17047,UTI Nifty Midcap 150 Quality 50 Index Fund,NIFTY Midcap150 Quality 50 Total Return Index,0.09,0.09,28,07-oct-2022
17048,UTI Nifty Next 50 ETF,NIFTY Next 50 Total Return Index,0.07,,28,07-oct-2022
17049,UTI Nifty Next 50 Index Fund,NIFTY Next 50 Total Return Index,0.09,0.09,28,07-oct-2022
17050,UTI Nifty200 Momentum 30 Index Fund,Nifty 200 Momentum 30 Total Return Index,0.16,0.16,28,07-oct-2022
17051,UTI S&P BSE Low Volatility Index Fund,S&P BSE Low Volatility Total Return Index,0.06,0.06,28,07-oct-2022
17052,UTI S&P BSE Sensex ETF,S&P BSE Sensex Total Return Index,0.03,,28,07-oct-2022
17053,UTI S&P BSE Sensex Index Fund,S&P BSE Sensex Total Return Index,0.16,0.16,28,07-oct-2022
17054,UTI S&P BSE Sensex Next 50 ETF,S&P BSE Sensex Next 50 Total Return Index,0.09,,28,07-oct-2022
17055,Aditya Birla Sun Life CRISIL IBX 60:40 SDL + AAA PSU - Apr 2025 Index Fund,CRISIL IBX 60:40 SDL + AAA PSU Index - April 2025,0.5,0.5,3,10-oct-2022
17056,Aditya Birla Sun Life CRISIL IBX 60:40 SDL + AAA PSU Apr 2027 Index Fund,CRISIL IBX 60:40 SDL + AAA PSU Index - April 2027,0.8,0.8,3,10-oct-2022
17057,Aditya Birla Sun Life CRISIL IBX AAA Jun 2023 Index Fund,CRISIL IBX AAA Index - June 2023,0.24,0.24,3,10-oct-2022
17058,Aditya Birla Sun Life Gold ETF,Domestic Price of Gold,0.25,,3,10-oct-2022
17059,Aditya Birla Sun Life Nifty 200 Momentum 30 ETF,Nifty 200 Momentum 30 Total Return Index,0.04,,3,10-oct-2022
17060,Aditya Birla Sun Life Nifty 200 Quality 30 ETF,NIFTY 200 Quality 30 Total Return Index,0.08,,3,10-oct-2022
17061,Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund,NIFTY 50 Equal Weight Total Return Index,0.15,0.15,3,10-oct-2022
17062,Aditya Birla Sun Life Nifty 50 ETF,NIFTY 50 Total Return Index,0.05,,3,10-oct-2022
17063,Aditya Birla Sun Life Nifty 50 Index Fund,NIFTY 50 Total Return Index,0.07,0.07,3,10-oct-2022
17064,Aditya Birla Sun Life Nifty Bank ETF,NIFTY Bank Total Return Index,0.07,,3,10-oct-2022
17065,Aditya Birla Sun Life Nifty Healthcare ETF,NIFTY Healthcare Total Return Index.,0.02,,3,10-oct-2022
17066,Aditya Birla Sun Life Nifty IT ETF,NIFTY IT Total Return Index,0.28,,3,10-oct-2022
17067,Aditya Birla Sun Life Nifty Midcap 150 Index Fund,NIFTY Midcap 150 Total Return Index,0.14,0.14,3,10-oct-2022
17068,Aditya Birla Sun Life Nifty Next 50 ETF,NIFTY Next 50 Total Return Index,0.08,,3,10-oct-2022
17069,Aditya Birla Sun Life Nifty Next 50 Index Fund,NIFTY Next 50 Total Return Index,0.26,0.26,3,10-oct-2022
17070,Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund,Nifty SDL Apr 2027 Index,1.49,1.49,3,10-oct-2022
17071,Aditya Birla Sun Life Nifty SDL Plus PSU Bond Sep 2026 60:40 Index Fund,Nifty SDL Plus PSU Bond Sep 2026 60:40 Index,1.21,1.21,3,10-oct-2022
17072,Aditya Birla Sun Life Nifty SDL Sep 2025 Index Fund,Nifty SDL Sep 2025 Index,2.14,2.13,3,10-oct-2022
17073,Aditya Birla Sun Life Nifty Smallcap 50 Index Fund,NIFTY Smallcap 50 Total Return Index,0.16,0.16,3,10-oct-2022
17074,Aditya Birla Sun Life S&P BSE Sensex ETF,S&P BSE Sensex Total Return Index,0.05,,3,10-oct-2022
17075,Aditya Birla Sun Life Silver ETF,Domestic Price of Silver,2.07,,3,10-oct-2022
17076,Axis CRISIL IBX 70:30 CPSE Plus SDL April 2025 Index Fund,CRISIL IBX 70:30 CPSE Plus SDL - April 2025,0.52,0.52,53,10-oct-2022
17077,Axis CRISIL IBX SDL May 2027 Index Fund,CRISIL IBX SDL Index - May 2027,1.15,1.15,53,10-oct-2022
17078,Axis Gold ETF,Domestic Price of Gold,0.43,,53,10-oct-2022
17079,Axis Nifty 100 Index Fund,NIFTY 100 Total Return Index,0.19,0.19,53,10-oct-2022
17080,Axis Nifty 50 ETF,NIFTY 50 Total Return Index,0.04,,53,10-oct-2022
17081,Axis Nifty 50 Index Fund,NIFTY 50 Total Return Index,0.42,0.42,53,10-oct-2022
17082,Axis Nifty AAA Bond Plus SDL Apr 2026 50:50 ETF,Nifty AAA Bond Plus SDL Apr 2026 50:50 Index,1.0,,53,10-oct-2022
17083,Axis NIFTY Bank ETF,NIFTY Bank Total Return Index,0.1,,53,10-oct-2022
17084,Axis NIFTY Healthcare ETF,NIFTY Healthcare Total Return Index.,0.06,,53,10-oct-2022
17085,Axis NIFTY India Consumption ETF,NIFTY India Consumption Total Return Index,0.09,,53,10-oct-2022
17086,Axis NIFTY IT ETF,NIFTY IT Total Return Index,0.1,,53,10-oct-2022
17087,Axis Nifty Midcap 50 Index Fund,NIFTY Midcap 50 Total Return Index,1.88,1.89,53,10-oct-2022
17088,Axis Nifty Next 50 Index Fund,NIFTY Next 50 Total Return Index,0.54,0.54,53,10-oct-2022
17089,Axis Nifty Smallcap 50 Index Fund,NIFTY Smallcap 50 Total Return Index,0.74,0.74,53,10-oct-2022
17090,Axis Silver ETF,Domestic Price of Silver,1.46,,53,10-oct-2022
17091,BHARAT 22 ETF,S&P BSE Bharat 22 Total Return Index,0.15,,20,10-oct-2022
17092,BHARAT Bond ETF - April 2023,NIFTY Bharat Bond Index Series - April 2023,0.45,,47,10-oct-2022
17093,BHARAT Bond ETF - April 2025,NIFTY Bharat Bond Index Series - April 2025,0.93,,47,10-oct-2022
17094,BHARAT Bond ETF - April 2030,NIFTY Bharat Bond Index Series - Apri 2030,1.79,,47,10-oct-2022
17095,BHARAT Bond ETF - April 2031,NIFTY Bharat Bond Index Series - Apri 2031,2.15,,47,10-oct-2022
17096,BHARAT Bond ETF - April 2032,Nifty BHARAT Bond Index - April 2032,2.55,,47,10-oct-2022
17097,CPSE ETF,NIFTY CPSE Total Return Index,0.22,,21,10-oct-2022
17098,DSP NIFTY 1D Rate Liquid ETF,NIFTY 1D Rate Index,0.05,,6,10-oct-2022
17099,DSP NIFTY 50 Equal Weight ETF,NIFTY 50 Equal Weight Total Return Index,0.08,,6,10-oct-2022
17100,DSP Nifty 50 Equal Weight Index Fund,NIFTY 50 Equal Weight Total Return Index,0.08,0.07,6,10-oct-2022
17101,DSP Nifty 50 ETF,NIFTY 50 Total Return Index,0.13,,6,10-oct-2022
17102,DSP Nifty 50 Index Fund,NIFTY 50 Total Return Index,0.06,0.06,6,10-oct-2022
17103,DSP Nifty Midcap 150 Quality 50 ETF,NIFTY Midcap150 Quality 50 Total Return Index,0.14,,6,10-oct-2022
17104,DSP Nifty Midcap 150 Quality 50 Index Fund,NIFTY Midcap150 Quality 50 Total Return Index,0.06,0.07,6,10-oct-2022
17105,DSP Nifty Next 50 Index Fund,NIFTY Next 50 Total Return Index,0.13,0.13,6,10-oct-2022
17106,DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund,Nifty SDL Plus G-Sec Jun 2028 30:70 Index,0.92,0.92,6,10-oct-2022
17107,DSP Silver ETF,Domestic Price of Silver,2.62,,6,10-oct-2022
17108,Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund,CRISIL IBX 50:50 PSU Plus SDL Index - October 2025,0.61,0.61,47,10-oct-2022
17109,Edelweiss ETF - Nifty Bank,NIFTY Bank Total Return Index,0.14,,47,10-oct-2022
17110,Edelweiss MSCI India Domestic & World Healthcare 45 Index Fund,MSCI India Domestic & World Healthcare 45 Index,1.01,1.01,47,10-oct-2022
17111,Edelweiss Nifty 100 Quality 30 Index Fund,NIFTY 100 Quality 30 Total Return Index,0.33,0.33,47,10-oct-2022
17112,Edelweiss Nifty 50 Index Fund,NIFTY 50 Total Return Index,0.49,0.49,47,10-oct-2022
17113,Edelweiss NIFTY Large Mid Cap 250 Index Fund,NIFTY Large Midcap 250 Total Return Index,0.26,0.26,47,10-oct-2022
17114,Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50:50 Index Fund,Nifty PSU Bond Plus SDL Apr 2026 50:50 Index,1.23,1.23,47,10-oct-2022
17115,Edelweiss NIFTY PSU Bond Plus SDL Apr 2027 50:50 Index,Nifty PSU Bond Plus SDL Apr 2027 50:50 Index,1.62,1.62,47,10-oct-2022
17116,Franklin India NSE Nifty 50 Index,NIFTY 50 Total Return Index,0.27,0.27,27,10-oct-2022
17117,HDFC Gold Exchange Traded Fund.,Domestic Price of Gold,0.29,0.29,9,10-oct-2022
17118,HDFC Index Fund Nifty 50 Plan,NIFTY 50 Total Return Index,0.05,0.05,9,10-oct-2022
17119,HDFC Index S&P BSE Sensex Fund,S&P BSE Sensex Total Return Index,0.04,0.04,9,10-oct-2022
17120,HDFC NIFTY 100 Equal Weight Index Fund,NIFTY 100 Equal Weighted Total Return Index,0.31,0.31,9,10-oct-2022
17121,HDFC NIFTY 100 ETF,NIFTY 100 Total Return Index,0.25,,9,10-oct-2022
17122,HDFC Nifty 100 Index Fund,NIFTY 100 Total Return Index,0.35,0.34,9,10-oct-2022
17123,HDFC Nifty 50 ETF,NIFTY 50 Total Return Index,0.05,,9,10-oct-2022
17124,HDFC NIFTY Bank ETF,NIFTY Bank Total Return Index,0.06,,9,10-oct-2022
17125,HDFC NIFTY Growth Sectors 15 ETF,NIFTY Growth Sectors 15 Total Return Index,0.23,,9,10-oct-2022
17126,HDFC NIFTY NEXT 50 ETF,NIFTY Next 50 Total Return Index,0.16,,9,10-oct-2022
17127,HDFC NIFTY Next 50 Index Fund,NIFTY Next 50 Total Return Index,0.19,0.19,9,10-oct-2022
17128,HDFC NIFTY100 Quality 30 ETF,NIFTY 100 Quality 30 Total Return Index,0.25,,9,10-oct-2022
17129,HDFC NIFTY50 Equal Weight Index Fund,NIFTY 50 Equal Weight Total Return Index,0.1,0.09,9,10-oct-2022
17130,HDFC NIFTY50 Value 20 ETF,NIFTY 50 Value 20 Total Return Index,0.26,,9,10-oct-2022
17131,HDFC S&P BSE Sensex ETF,S&P BSE Sensex Total Return Index,0.06,,9,10-oct-2022
17132,HDFC Silver ETF,Domestic Price of Physical Silver,1.03,1.03,9,10-oct-2022
17133,HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund,CRISIL IBX 50:50 Gilt Plus SDL Index - April 2028,0.75,0.75,37,10-oct-2022
17134,HSBC Nifty 50 Index Fund,NIFTY 50 Total Return Index,0.1,0.09,37,10-oct-2022
17135,HSBC Nifty Next 50 Index Fund,NIFTY Next 50 Total Return Index,0.18,0.18,37,10-oct-2022
17136,ICICI Prudential Gold ETF,Domestic Price of Gold,0.43,,20,10-oct-2022
17137,ICICI Prudential NASDAQ 100 Index Fund,Nasdaq 100 Total Return Index,44.77,44.77,20,10-oct-2022
17138,ICICI Prudential Nifty 100 ETF,NIFTY 100 Total Return Index,0.04,,20,10-oct-2022
17139,ICICI Prudential Nifty 100 Low Volatility 30 ETF,NIFTY 100 Low Volatility 30 Total Return Index,0.04,,20,10-oct-2022
17140,ICICI Prudential Nifty 200 Momentum 30 ETF,Nifty 200 Momentum 30 Total Return Index,1.86,,20,10-oct-2022
17141,ICICI Prudential Nifty 200 Momentum 30 Index Fund,Nifty 200 Momentum 30 Total Return Index,0.46,0.45,20,10-oct-2022
17142,ICICI Prudential Nifty 5 yr Benchmark G-SEC ETF,Nifty 5yr Benchmark G-Sec Index,0.3,,20,10-oct-2022
17143,ICICI Prudential Nifty 50 ETF,NIFTY 50 Total Return Index,0.03,,20,10-oct-2022
17144,ICICI Prudential Nifty 50 Index Fund,NIFTY 50 Total Return Index,0.08,0.08,20,10-oct-2022
17145,ICICI Prudential Nifty Alpha Low- Volatility 30 ETF,Nifty Alpha Low-Volatility 30 Total Return Index,0.1,,20,10-oct-2022
17146,ICICI Prudential Nifty Auto ETF,NIFTY Auto Total Return Index,0.07,,20,10-oct-2022
17147,ICICI Prudential Nifty Bank ETF,NIFTY Bank Total Return Index,0.04,,20,10-oct-2022
17148,ICICI Prudential Nifty Bank Index Fund,NIFTY Bank Total Return Index,0.65,0.65,20,10-oct-2022
17149,ICICI Prudential Nifty FMCG ETF,NIFTY FMCG Total Return Index,0.06,,20,10-oct-2022
17150,ICICI Prudential Nifty Healthcare ETF,NIFTY Healthcare Total Return Index.,0.04,,20,10-oct-2022
17151,ICICI Prudential Nifty India Consumption ETF,NIFTY India Consumption Total Return Index,0.1,,20,10-oct-2022
17152,ICICI Prudential Nifty Infrastructure ETF,NIFTY Infrastructure Total Return Index,30.23,,20,10-oct-2022
17153,ICICI Prudential Nifty IT ETF,NIFTY IT Total Return Index,0.06,,20,10-oct-2022
17154,ICICI Prudential Nifty IT Index Fund,NIFTY IT Total Return Index,0.79,0.81,20,10-oct-2022
17155,ICICI Prudential Nifty Midcap 150 ETF,NIFTY Midcap 150 Total Return Index,0.09,,20,10-oct-2022
17156,ICICI Prudential Nifty Midcap 150 Index Fund,NIFTY Midcap 150 Total Return Index,0.21,0.22,20,10-oct-2022
17157,ICICI Prudential Nifty Next 50 ETF,NIFTY Next 50 Total Return Index,0.08,,20,10-oct-2022
17158,ICICI Prudential Nifty Next 50 Index Fund,NIFTY Next 50 Total Return Index,0.1,0.1,20,10-oct-2022
17159,ICICI Prudential Nifty Private Bank ETF,Nifty Private Bank TRI,0.03,,20,10-oct-2022
17160,ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund,Nifty PSU Bond Plus SDL Sep 2027 40:60 Index,1.56,1.56,20,10-oct-2022
17161,ICICI Prudential Nifty SDL Sep 2027 Index Fund,Nifty SDL Sep 2027 Index,2.23,2.22,20,10-oct-2022
17162,ICICI Prudential Nifty Smallcap 250 Index Fund,NIFTY Smallcap 250 Total Return Index,2.39,2.37,20,10-oct-2022
17163,ICICI Prudential Nifty50 Equal Weight Index Fund,NIFTY 50 Equal Weight Total Return Index,0.61,0.62,20,10-oct-2022
17164,ICICI Prudential Nifty50 Value 20 ETF,NIFTY 50 Value 20 Total Return Index,0.06,,20,10-oct-2022
17165,ICICI Prudential S&P BSE 500 ETF,S&P BSE 500 Total Return Index,0.03,,20,10-oct-2022
17166,ICICI Prudential S&P BSE Liquid Rate ETF,S&P BSE Liquid Rate Index,0.27,,20,10-oct-2022
17167,ICICI Prudential S&P BSE Midcap Select ETF,S&P BSE Midcap Select Total Return Index,0.07,,20,10-oct-2022
17168,ICICI Prudential S&P BSE Sensex ETF,S&P BSE Sensex Total Return Index,0.03,,20,10-oct-2022
17169,ICICI Prudential S&P BSE Sensex Index Fund,S&P BSE Sensex Total Return Index,0.1,0.1,20,10-oct-2022
17170,ICICI Prudential Silver ETF,Domestic Price of Silver,1.34,,20,10-oct-2022
17171,IDFC CRISIL IBX Gilt April 2028 Index Fund,CRISIL IBX Gilt April 2028 Index,0.44,0.45,48,10-oct-2022
17172,IDFC CRISIL IBX Gilt June 2027 Index Fund,CRISIL IBX Gilt June 2027 Index,0.24,0.24,48,10-oct-2022
17173,IDFC Nifty 100 Index Fund,NIFTY 100 Total Return Index,7.12,7.12,48,10-oct-2022
17174,IDFC Nifty 50 ETF,NIFTY 50 Total Return Index,0.22,,48,10-oct-2022
17175,IDFC Nifty 50 Index,NIFTY 50 Total Return Index,0.18,0.18,48,10-oct-2022
17176,IDFC Nifty100 Low Volatility 30 Index Fund,NIFTY 100 Low Volatility 30 Total Return Index,0.79,0.82,48,10-oct-2022
17177,IDFC Nifty200 Momentum 30 Index Fund,Nifty 200 Momentum 30 Total Return Index,0.37,0.36,48,10-oct-2022
17178,IDFC S&P BSE Sensex ETF,S&P BSE Sensex Total Return Index,0.25,,48,10-oct-2022
17179,Indiabulls Nifty 50 ETF,NIFTY 50 Total Return Index,0.11,,63,10-oct-2022
17180,Invesco India Gold ETF,Domestic Price of Gold,0.35,,42,10-oct-2022
17181,Invesco India Nifty 50 ETF,NIFTY 50 Total Return Index,0.03,,42,10-oct-2022
17182,Kotak Gold ETF,Domestic Price of Gold,0.43,,17,10-oct-2022
